id,train_id,station_code,station_name,station_order,arrival_time,departure_time,halt_time_minutes,distance_from_source,platform,created_at
1230,118,GUDU_8,Gudur,8,07:35:00,07:37:00,2,799,5,2025-12-31 07:53:19
1231,118,SABA_9,Sabarmati,9,09:55:00,09:55:00,0,883,3,2025-12-31 07:53:19
1232,118,BRAH_10,Brahmapur,10,12:13:00,12:23:00,10,979,3,2025-12-31 07:53:19
1233,118,BHUS_11,Bhusaval,11,14:44:00,14:59:00,15,1153,4,2025-12-31 07:53:19
1234,118,BALH_12,Balharshah,12,16:54:00,17:09:00,15,1252,4,2025-12-31 07:53:19
1235,119,PALA_2,Palanpur,2,09:08:00,09:18:00,10,169,6,2025-12-31 07:53:19
1236,119,WARA_3,Warangal,3,10:24:00,10:34:00,10,250,3,2025-12-31 07:53:19
1237,119,GWAL_4,Gwalior,4,11:51:00,11:51:00,0,444,2,2025-12-31 07:53:19
1238,119,BHAR_5,Bharatpur,5,13:21:00,13:31:00,10,632,2,2025-12-31 07:53:19
1239,119,NASH_6,Nashik Road,6,14:43:00,14:43:00,0,791,4,2025-12-31 07:53:19
1240,119,NAGD_7,Nagda,7,15:54:00,15:59:00,5,925,2,2025-12-31 07:53:19
1241,119,CHIR_8,Chirala,8,17:18:00,17:28:00,10,1074,5,2025-12-31 07:53:19
1242,120,ITAR_2,Itarsi,2,00:16:00,00:21:00,5,105,5,2025-12-31 07:53:19
1243,120,GUDU_3,Gudur,3,02:06:00,02:21:00,15,279,3,2025-12-31 07:53:19
1244,120,NELL_4,Nellore,4,04:14:00,04:24:00,10,427,3,2025-12-31 07:53:19
1245,120,MANM_5,Manmad,5,05:46:00,05:48:00,2,504,4,2025-12-31 07:53:19
1246,120,DURG_6,Durgapur,6,07:48:00,07:50:00,2,575,5,2025-12-31 07:53:19
1247,120,BHAR_7,Bharatpur,7,09:21:00,09:36:00,15,723,2,2025-12-31 07:53:19
1248,120,JHAN_8,Jhansi,8,11:20:00,11:20:00,0,893,1,2025-12-31 07:53:19
1249,120,TENA_9,Tenali,9,13:13:00,13:13:00,0,953,2,2025-12-31 07:53:19
1250,120,NADI_10,Nadiad,10,15:03:00,15:03:00,0,1012,1,2025-12-31 07:53:19
1251,120,VISA_11,Visakhapatnam,11,16:48:00,16:58:00,10,1071,5,2025-12-31 07:53:19
1252,120,ONGO_12,Ongole,12,18:45:00,18:55:00,10,1155,2,2025-12-31 07:53:19
1253,120,ASAN_13,Asansol,13,20:45:00,21:00:00,15,1277,1,2025-12-31 07:53:19
1254,120,WARD_14,Wardha,14,22:20:00,22:20:00,0,1343,1,2025-12-31 07:53:19
1255,120,AGRA_15,Agra Cantt,15,00:22:00,00:22:00,0,1528,1,2025-12-31 07:53:19
1256,120,SALE_16,Salem,16,02:00:00,02:02:00,2,1638,3,2025-12-31 07:53:19
1257,121,FARI_2,Faridabad,2,10:21:00,10:23:00,2,186,1,2025-12-31 07:53:19
1258,121,KHAR_3,Kharagpur,3,12:05:00,12:20:00,15,371,3,2025-12-31 07:53:19
1259,121,AKOL_4,Akola,4,13:28:00,13:30:00,2,481,5,2025-12-31 07:53:19
1260,121,VADO_5,Vadodara,5,14:57:00,14:59:00,2,618,6,2025-12-31 07:53:19
1261,121,CHIR_6,Chirala,6,16:24:00,16:26:00,2,710,5,2025-12-31 07:53:19
1262,122,SALE_2,Salem,2,16:18:00,16:20:00,2,105,5,2025-12-31 07:53:19
1263,122,NADI_3,Nadiad,3,17:01:00,17:11:00,10,271,1,2025-12-31 07:53:19
1264,122,UJJA_4,Ujjain,4,17:16:00,17:26:00,10,390,6,2025-12-31 07:53:19
1265,122,BALH_5,Balharshah,5,18:04:00,18:04:00,0,519,6,2025-12-31 07:53:19
1266,122,BHUS_6,Bhusaval,6,18:17:00,18:27:00,10,670,1,2025-12-31 07:53:19
1267,122,TENA_7,Tenali,7,18:53:00,19:08:00,15,731,6,2025-12-31 07:53:19
1268,122,ITAR_8,Itarsi,8,19:48:00,19:48:00,0,830,2,2025-12-31 07:53:19
1269,122,ANAN_9,Anand,9,19:59:00,20:04:00,5,935,3,2025-12-31 07:53:19
1270,122,EROD_10,Erode,10,20:53:00,20:55:00,2,1004,1,2025-12-31 07:53:19
1271,122,DHAN_11,Dhanbad,11,21:28:00,21:33:00,5,1104,1,2025-12-31 07:53:19
1272,122,VAPI_12,Vapi,12,21:54:00,21:56:00,2,1253,5,2025-12-31 07:53:19
1273,122,MATH_13,Mathura,13,22:42:00,22:47:00,5,1305,1,2025-12-31 07:53:19
1274,122,PALW_14,Palwal,14,23:07:00,23:07:00,0,1460,3,2025-12-31 07:53:19
1275,122,SURA_15,Surat,15,23:24:00,23:39:00,15,1646,2,2025-12-31 07:53:19
1276,123,ABU_2,Abu Road,2,10:21:00,10:23:00,2,80,6,2025-12-31 07:53:19
1277,123,KATP_3,Katpadi,3,12:51:00,12:53:00,2,166,2,2025-12-31 07:53:19
1278,123,GUDU_4,Gudur,4,15:36:00,15:41:00,5,298,4,2025-12-31 07:53:19
1279,123,IGAT_5,Igatpuri,5,18:11:00,18:11:00,0,427,3,2025-12-31 07:53:19
1280,123,VIZI_6,Vizianagaram,6,20:44:00,20:49:00,5,547,2,2025-12-31 07:53:19
1281,123,BAYA_7,Bayana,7,23:33:00,23:38:00,5,711,3,2025-12-31 07:53:19
1282,123,VISA_8,Visakhapatnam,8,02:02:00,02:12:00,10,807,5,2025-12-31 07:53:19
1283,123,MATH_9,Mathura,9,04:33:00,04:35:00,2,885,1,2025-12-31 07:53:19
1284,123,CHAN_10,Chandrapur,10,07:01:00,07:01:00,0,976,5,2025-12-31 07:53:19
1285,123,NAGP_11,Nagpur,11,10:00:00,10:10:00,10,1156,6,2025-12-31 07:53:19
1286,123,TENA_12,Tenali,12,12:24:00,12:39:00,15,1269,5,2025-12-31 07:53:19
1287,124,GUNT_2,Guntur,2,23:45:00,23:45:00,0,73,6,2025-12-31 07:53:19
1288,124,MALK_3,Malkapur,3,00:44:00,00:59:00,15,197,2,2025-12-31 07:53:19
1289,124,ABU_4,Abu Road,4,01:15:00,01:20:00,5,288,3,2025-12-31 07:53:19
1290,124,MATH_5,Mathura,5,02:13:00,02:28:00,15,369,1,2025-12-31 07:53:19
1291,124,BHAR_6,Bharuch,6,03:09:00,03:09:00,0,478,5,2025-12-31 07:53:19
1292,124,ANAN_7,Anand,7,03:49:00,03:59:00,10,550,3,2025-12-31 07:53:19
1293,124,KHAN_8,Khandwa,8,04:40:00,04:50:00,10,746,2,2025-12-31 07:53:19
1294,124,KHAR_9,Kharagpur,9,05:17:00,05:32:00,15,798,3,2025-12-31 07:53:19
1295,124,UJJA_10,Ujjain,10,06:04:00,06:04:00,0,975,4,2025-12-31 07:53:19
1296,124,NADI_11,Nadiad,11,07:11:00,07:21:00,10,1074,5,2025-12-31 07:53:19
1297,124,KALY_12,Kalyan Junction,12,07:58:00,08:13:00,15,1223,4,2025-12-31 07:53:19
1298,124,VAPI_13,Vapi,13,08:32:00,08:47:00,15,1276,6,2025-12-31 07:53:19
1299,125,VARA_2,Varanasi,2,14:34:00,14:34:00,0,160,2,2025-12-31 07:53:19
1300,125,WARD_3,Wardha,3,17:20:00,17:30:00,10,356,3,2025-12-31 07:53:19
1301,125,BAYA_4,Bayana,4,19:45:00,20:00:00,15,436,3,2025-12-31 07:53:19
1302,125,RATL_5,Ratlam,5,22:18:00,22:33:00,15,591,1,2025-12-31 07:53:19
1303,125,CUTT_6,Cuttack,6,01:29:00,01:31:00,2,649,6,2025-12-31 07:53:19
1304,125,VISA_7,Visakhapatnam,7,04:04:00,04:14:00,10,825,5,2025-12-31 07:53:19
1305,125,GUNT_8,Guntur,8,06:47:00,07:02:00,15,961,2,2025-12-31 07:53:19
1306,125,AGRA_9,Agra Cantt,9,09:36:00,09:41:00,5,1072,5,2025-12-31 07:53:19
1307,125,BHOP_10,Bhopal,10,11:56:00,12:01:00,5,1189,4,2025-12-31 07:53:19
1308,126,VARA_2,Varanasi,2,12:12:00,12:27:00,15,198,2,2025-12-31 07:53:19
1309,126,FARI_3,Faridabad,3,12:40:00,12:45:00,5,360,1,2025-12-31 07:53:19
1310,126,KATP_4,Katpadi,4,13:33:00,13:38:00,5,535,5,2025-12-31 07:53:19
1311,126,KHAN_5,Khandwa,5,14:34:00,14:49:00,15,640,1,2025-12-31 07:53:19
1312,126,BHUB_6,Bhubaneswar,6,15:08:00,15:10:00,2,748,4,2025-12-31 07:53:19
1313,126,KALY_7,Kalyan Junction,7,16:09:00,16:24:00,15,866,1,2025-12-31 07:53:19
1314,126,KAZI_8,Kazipet,8,17:10:00,17:25:00,15,1023,5,2025-12-31 07:53:19
1315,126,SALE_9,Salem,9,17:36:00,17:36:00,0,1202,1,2025-12-31 07:53:19
1316,126,AGRA_10,Agra Cantt,10,18:47:00,19:02:00,15,1400,1,2025-12-31 07:53:19
1317,126,NADI_11,Nadiad,11,19:17:00,19:32:00,15,1593,5,2025-12-31 07:53:19
1318,127,KHAN_2,Khandwa,2,09:28:00,09:38:00,10,84,3,2025-12-31 07:53:19
1319,127,RAJA_3,Rajahmundry,3,11:57:00,11:59:00,2,134,3,2025-12-31 07:53:19
1320,127,KATP_4,Katpadi,4,14:41:00,14:56:00,15,194,4,2025-12-31 07:53:19
1321,127,VIZI_5,Vizianagaram,5,17:10:00,17:10:00,0,327,6,2025-12-31 07:53:19
1322,127,KOTA_6,Kota,6,20:11:00,20:13:00,2,418,1,2025-12-31 07:53:19
1323,127,GUDU_7,Gudur,7,22:44:00,22:59:00,15,560,3,2025-12-31 07:53:19
1324,127,KANP_8,Kanpur Central,8,01:35:00,01:50:00,15,636,3,2025-12-31 07:53:19
1325,127,NELL_9,Nellore,9,04:02:00,04:04:00,2,703,2,2025-12-31 07:53:19
1326,127,SHAJ_10,Shajapur,10,06:52:00,06:54:00,2,847,2,2025-12-31 07:53:19
1327,128,EROD_2,Erode,2,22:17:00,22:27:00,10,147,6,2025-12-31 07:53:19
1328,128,GAYA_3,Gaya,3,00:45:00,01:00:00,15,286,4,2025-12-31 07:53:19
1329,128,DHAN_4,Dhanbad,4,03:06:00,03:06:00,0,394,4,2025-12-31 07:53:19
1330,128,IGAT_5,Igatpuri,5,05:37:00,05:39:00,2,590,6,2025-12-31 07:53:19
1331,128,BRAH_6,Brahmapur,6,08:24:00,08:29:00,5,731,4,2025-12-31 07:53:19
1332,129,PALW_2,Palwal,2,17:06:00,17:16:00,10,106,6,2025-12-31 07:53:19
1333,129,ANAN_3,Anand,3,17:36:00,17:46:00,10,282,2,2025-12-31 07:53:19
1334,129,BALH_4,Balharshah,4,17:54:00,17:59:00,5,471,3,2025-12-31 07:53:19
1335,129,BHUB_5,Bhubaneswar,5,18:40:00,18:50:00,10,590,4,2025-12-31 07:53:19
1336,129,KANP_6,Kanpur Central,6,18:55:00,19:10:00,15,787,2,2025-12-31 07:53:19
1337,129,GUDU_7,Gudur,7,19:30:00,19:40:00,10,980,3,2025-12-31 07:53:19
1338,129,RAJA_8,Rajahmundry,8,20:13:00,20:13:00,0,1065,2,2025-12-31 07:53:19
1339,129,PALA_9,Palanpur,9,20:46:00,20:51:00,5,1207,1,2025-12-31 07:53:19
1340,130,NADI_2,Nadiad,2,12:06:00,12:06:00,0,114,5,2025-12-31 07:53:19
1341,130,KALY_3,Kalyan Junction,3,13:27:00,13:29:00,2,212,3,2025-12-31 07:53:19
1342,130,ABU_4,Abu Road,4,14:25:00,14:27:00,2,403,1,2025-12-31 07:53:19
1343,130,CUTT_5,Cuttack,5,15:42:00,15:57:00,15,563,6,2025-12-31 07:53:19
1344,130,SURA_6,Surat,6,16:29:00,16:39:00,10,652,2,2025-12-31 07:53:19
1345,130,MATH_7,Mathura,7,17:27:00,17:29:00,2,847,6,2025-12-31 07:53:19
1346,130,ASAN_8,Asansol,8,18:47:00,18:49:00,2,1007,2,2025-12-31 07:53:19
1347,130,SABA_9,Sabarmati,9,19:45:00,19:55:00,10,1098,2,2025-12-31 07:53:19
1348,130,BHOP_10,Bhopal,10,21:03:00,21:05:00,2,1165,2,2025-12-31 07:53:19
1349,130,BHUB_11,Bhubaneswar,11,21:47:00,21:49:00,2,1244,4,2025-12-31 07:53:19
1350,130,BALA_12,Balasore,12,22:51:00,22:53:00,2,1392,4,2025-12-31 07:53:19
1351,130,WARA_13,Warangal,13,00:02:00,00:17:00,15,1564,2,2025-12-31 07:53:19
1352,130,EROD_14,Erode,14,01:15:00,01:15:00,0,1662,6,2025-12-31 07:53:19
1353,131,ONGO_2,Ongole,2,07:30:00,07:30:00,0,156,3,2025-12-31 07:53:19
1354,131,UJJA_3,Ujjain,3,12:00:00,12:02:00,2,279,3,2025-12-31 07:53:19
1355,131,RAJA_4,Rajahmundry,4,16:52:00,16:54:00,2,375,5,2025-12-31 07:53:19
1356,131,MAKS_5,Maksi,5,21:20:00,21:25:00,5,437,6,2025-12-31 07:53:19
1357,131,ALLA_6,Allahabad,6,01:53:00,02:08:00,15,623,6,2025-12-31 07:53:19
1358,132,NADI_2,Nadiad,2,12:01:00,12:11:00,10,100,1,2025-12-31 07:53:19
1359,132,AJME_3,Ajmer,3,13:00:00,13:10:00,10,244,5,2025-12-31 07:53:19
1360,132,JALG_4,Jalgaon,4,14:20:00,14:35:00,15,392,6,2025-12-31 07:53:19
1361,132,BHUB_5,Bhubaneswar,5,15:44:00,15:54:00,10,487,4,2025-12-31 07:53:19
1362,132,MUGH_6,Mughal Sarai,6,17:05:00,17:05:00,0,543,6,2025-12-31 07:53:19
1363,132,PALW_7,Palwal,7,18:04:00,18:04:00,0,672,4,2025-12-31 07:53:19
1364,132,KALY_8,Kalyan Junction,8,19:40:00,19:50:00,10,764,2,2025-12-31 07:53:19
1365,132,ASAN_9,Asansol,9,20:57:00,21:07:00,10,949,3,2025-12-31 07:53:19
1366,132,IGAT_10,Igatpuri,10,22:12:00,22:12:00,0,1046,2,2025-12-31 07:53:19
1367,133,NAGD_2,Nagda,2,07:41:00,07:43:00,2,189,5,2025-12-31 07:53:19
1368,133,VIZI_3,Vizianagaram,3,09:18:00,09:23:00,5,259,3,2025-12-31 07:53:19
1369,133,ITAR_4,Itarsi,4,10:23:00,10:38:00,15,390,4,2025-12-31 07:53:19
1370,133,BALA_5,Balasore,5,11:38:00,11:40:00,2,566,3,2025-12-31 07:53:19
1371,133,PALW_6,Palwal,6,13:13:00,13:28:00,15,637,4,2025-12-31 07:53:19
1372,133,DEWA_7,Dewas,7,14:21:00,14:26:00,5,808,6,2025-12-31 07:53:19
1373,133,ANAN_8,Anand,8,15:40:00,15:45:00,5,928,5,2025-12-31 07:53:19
1374,133,MEHS_9,Mehsana,9,17:12:00,17:14:00,2,1010,1,2025-12-31 07:53:19
1375,133,ALLA_10,Allahabad,10,18:25:00,18:27:00,2,1068,6,2025-12-31 07:53:19
1376,133,IGAT_11,Igatpuri,11,19:55:00,20:10:00,15,1193,2,2025-12-31 07:53:19
1377,133,MAKS_12,Maksi,12,21:29:00,21:44:00,15,1350,5,2025-12-31 07:53:19
1378,134,VAPI_2,Vapi,2,11:03:00,11:05:00,2,148,5,2025-12-31 07:53:19
1379,134,BEAW_3,Beawar,3,13:18:00,13:18:00,0,347,4,2025-12-31 07:53:19
1380,134,CHAN_4,Chandrapur,4,15:41:00,15:56:00,15,454,4,2025-12-31 07:53:19
1381,134,EROD_5,Erode,5,18:23:00,18:33:00,10,506,3,2025-12-31 07:53:19
1382,134,GAYA_6,Gaya,6,20:58:00,21:08:00,10,607,1,2025-12-31 07:53:19
1383,135,VAPI_2,Vapi,2,14:39:00,14:49:00,10,122,1,2025-12-31 07:53:19
1384,135,CHIR_3,Chirala,3,16:16:00,16:31:00,15,280,5,2025-12-31 07:53:19
1385,135,BRAH_4,Brahmapur,4,17:58:00,17:58:00,0,457,2,2025-12-31 07:53:19
1386,135,WARD_5,Wardha,5,20:07:00,20:22:00,15,644,5,2025-12-31 07:53:19
1387,135,NAGD_6,Nagda,6,21:42:00,21:47:00,5,827,4,2025-12-31 07:53:19
1388,135,JHAN_7,Jhansi,7,23:46:00,23:48:00,2,946,5,2025-12-31 07:53:19
1389,135,ABU_8,Abu Road,8,01:21:00,01:26:00,5,1112,3,2025-12-31 07:53:19
1390,135,GUNT_9,Guntur,9,03:12:00,03:27:00,15,1166,1,2025-12-31 07:53:19
1391,135,DHAN_10,Dhanbad,10,05:24:00,05:24:00,0,1329,6,2025-12-31 07:53:19
1392,135,MATH_11,Mathura,11,07:12:00,07:17:00,5,1492,4,2025-12-31 07:53:19
1393,135,MUGH_12,Mughal Sarai,12,09:02:00,09:07:00,5,1625,3,2025-12-31 07:53:19
1394,135,KANP_13,Kanpur Central,13,10:55:00,11:00:00,5,1702,6,2025-12-31 07:53:19
1395,135,KHAR_14,Kharagpur,14,12:41:00,12:56:00,15,1770,6,2025-12-31 07:53:19
1396,136,MEHS_2,Mehsana,2,11:28:00,11:28:00,0,78,4,2025-12-31 07:53:19
1397,136,KHAN_3,Khandwa,3,12:57:00,13:07:00,10,153,1,2025-12-31 07:53:19
1398,136,BHUS_4,Bhusaval,4,13:59:00,13:59:00,0,287,3,2025-12-31 07:53:19
1399,136,DHAN_5,Dhanbad,5,15:15:00,15:30:00,15,341,3,2025-12-31 07:53:19
1400,136,ONGO_6,Ongole,6,16:39:00,16:39:00,0,470,2,2025-12-31 07:53:19
1401,136,BRAH_7,Brahmapur,7,17:29:00,17:31:00,2,560,1,2025-12-31 07:53:19
1402,137,BALH_2,Balharshah,2,13:03:00,13:05:00,2,151,2,2025-12-31 07:53:19
1403,137,WARD_3,Wardha,3,14:05:00,14:20:00,15,284,2,2025-12-31 07:53:19
1404,137,KHAN_4,Khandwa,4,15:10:00,15:20:00,10,457,5,2025-12-31 07:53:19
1405,137,VALS_5,Valsad,5,16:00:00,16:10:00,10,604,1,2025-12-31 07:53:19
1406,137,MUGH_6,Mughal Sarai,6,17:00:00,17:15:00,15,729,5,2025-12-31 07:53:19
1407,137,AKOL_7,Akola,7,18:15:00,18:15:00,0,819,6,2025-12-31 07:53:19
1408,137,ABU_8,Abu Road,8,19:12:00,19:22:00,10,975,5,2025-12-31 07:53:19
1409,137,DEWA_9,Dewas,9,19:59:00,20:04:00,5,1049,1,2025-12-31 07:53:19
1410,137,BHUS_10,Bhusaval,10,21:18:00,21:33:00,15,1240,4,2025-12-31 07:53:19
1411,137,MATH_11,Mathura,11,22:12:00,22:17:00,5,1366,5,2025-12-31 07:53:19
1412,137,GANG_12,Gangapur City,12,23:19:00,23:24:00,5,1560,5,2025-12-31 07:53:19
1413,137,AGRA_13,Agra Cantt,13,00:06:00,00:21:00,15,1626,1,2025-12-31 07:53:19
1414,137,SHEG_14,Shegaon,14,00:58:00,01:03:00,5,1772,3,2025-12-31 07:53:19
1415,138,KALY_2,Kalyan Junction,2,02:06:00,02:08:00,2,191,6,2025-12-31 07:53:19
1416,138,VIZI_3,Vizianagaram,3,02:46:00,02:46:00,0,338,2,2025-12-31 07:53:19
1417,138,BADN_4,Badnera,4,03:00:00,03:15:00,15,410,6,2025-12-31 07:53:19
1418,138,ABU_5,Abu Road,5,03:15:00,03:15:00,0,578,1,2025-12-31 07:53:19
1419,138,NAGP_6,Nagpur,6,03:17:00,03:19:00,2,685,4,2025-12-31 07:53:19
1420,138,NADI_7,Nadiad,7,03:36:00,03:36:00,0,781,4,2025-12-31 07:53:19
1421,138,TENA_8,Tenali,8,04:10:00,04:12:00,2,968,1,2025-12-31 07:53:19
1422,138,JHAN_9,Jhansi,9,04:27:00,04:32:00,5,1096,2,2025-12-31 07:53:19
1423,138,SABA_10,Sabarmati,10,04:22:00,04:24:00,2,1196,1,2025-12-31 07:53:19
1424,138,MANM_11,Manmad,11,05:00:00,05:10:00,10,1282,5,2025-12-31 07:53:19
1425,138,GUDU_12,Gudur,12,05:04:00,05:09:00,5,1436,4,2025-12-31 07:53:19
1426,138,UJJA_13,Ujjain,13,05:23:00,05:25:00,2,1601,5,2025-12-31 07:53:19
1427,138,RATL_14,Ratlam,14,05:50:00,05:50:00,0,1780,1,2025-12-31 07:53:19
1428,138,VIJA_15,Vijayawada,15,06:06:00,06:11:00,5,1930,1,2025-12-31 07:53:19
1429,139,AKOL_2,Akola,2,18:47:00,19:02:00,15,117,1,2025-12-31 07:53:19
1430,139,IGAT_3,Igatpuri,3,22:07:00,22:22:00,15,202,1,2025-12-31 07:53:19
1431,139,MEHS_4,Mehsana,4,01:30:00,01:45:00,15,340,2,2025-12-31 07:53:19
1432,139,VALS_5,Valsad,5,04:35:00,04:37:00,2,527,4,2025-12-31 07:53:19
1433,139,BRAH_6,Brahmapur,6,07:52:00,08:02:00,10,641,6,2025-12-31 07:53:19
1434,139,VARA_7,Varanasi,7,11:25:00,11:25:00,0,773,3,2025-12-31 07:53:19
1435,139,WARA_8,Warangal,8,14:52:00,14:52:00,0,865,6,2025-12-31 07:53:19
1436,139,ARAK_9,Arakkonam,9,18:19:00,18:19:00,0,1022,4,2025-12-31 07:53:19
1437,140,SALE_2,Salem,2,13:45:00,13:47:00,2,69,3,2025-12-31 07:53:19
1438,140,MALK_3,Malkapur,3,15:18:00,15:18:00,0,262,4,2025-12-31 07:53:19
1439,140,KHAR_4,Kharagpur,4,16:41:00,16:46:00,5,374,2,2025-12-31 07:53:19
1440,140,AJME_5,Ajmer,5,18:19:00,18:29:00,10,566,3,2025-12-31 07:53:19
1441,140,MATH_6,Mathura,6,19:40:00,19:55:00,15,639,6,2025-12-31 07:53:19
1442,140,SHAJ_7,Shajapur,7,20:56:00,20:58:00,2,799,1,2025-12-31 07:53:19
1443,140,GAYA_8,Gaya,8,22:21:00,22:31:00,10,962,4,2025-12-31 07:53:19
1444,140,SHEG_9,Shegaon,9,23:45:00,23:50:00,5,1109,6,2025-12-31 07:53:19
1445,141,AKOL_2,Akola,2,01:25:00,01:25:00,0,147,6,2025-12-31 07:53:19
1446,141,SURA_3,Surat,3,02:27:00,02:27:00,0,231,2,2025-12-31 07:53:19
1447,141,VISA_4,Visakhapatnam,4,02:59:00,03:14:00,15,338,6,2025-12-31 07:53:19
1448,141,SHAJ_5,Shajapur,5,03:43:00,03:58:00,15,504,3,2025-12-31 07:53:19
1449,141,RATL_6,Ratlam,6,04:18:00,04:28:00,10,668,4,2025-12-31 07:53:19
1450,141,NELL_7,Nellore,7,05:25:00,05:25:00,0,759,2,2025-12-31 07:53:19
1451,141,NADI_8,Nadiad,8,05:56:00,06:06:00,10,921,2,2025-12-31 07:53:19
1452,141,ONGO_9,Ongole,9,06:56:00,06:56:00,0,1099,6,2025-12-31 07:53:19
1453,141,MAKS_10,Maksi,10,07:44:00,07:46:00,2,1296,5,2025-12-31 07:53:19
1454,142,GAYA_2,Gaya,2,23:00:00,23:05:00,5,167,1,2025-12-31 07:53:19
1455,142,ABU_3,Abu Road,3,01:18:00,01:33:00,15,363,2,2025-12-31 07:53:19
1456,142,KATP_4,Katpadi,4,03:52:00,03:54:00,2,431,3,2025-12-31 07:53:19
1457,142,PALW_5,Palwal,5,05:58:00,05:58:00,0,542,2,2025-12-31 07:53:19
1458,142,KOTA_6,Kota,6,08:53:00,08:53:00,0,655,6,2025-12-31 07:53:19
1459,142,KAZI_7,Kazipet,7,11:10:00,11:15:00,5,740,6,2025-12-31 07:53:19
1460,142,MEHS_8,Mehsana,8,13:46:00,13:51:00,5,858,6,2025-12-31 07:53:19
1461,143,MEHS_2,Mehsana,2,02:41:00,02:43:00,2,72,3,2025-12-31 07:53:19
1462,143,NELL_3,Nellore,3,04:43:00,04:43:00,0,266,6,2025-12-31 07:53:19
1463,143,CHIR_4,Chirala,4,07:01:00,07:16:00,15,402,4,2025-12-31 07:53:19
1464,143,KHAR_5,Kharagpur,5,08:42:00,08:42:00,0,464,6,2025-12-31 07:53:19
1465,143,GUNT_6,Guntur,6,11:02:00,11:02:00,0,522,3,2025-12-31 07:53:19
1466,143,ANKL_7,Ankleshwar,7,13:06:00,13:21:00,15,596,2,2025-12-31 07:53:19
1467,143,PALA_8,Palanpur,8,14:49:00,14:54:00,5,675,3,2025-12-31 07:53:19
1468,143,VAPI_9,Vapi,9,16:45:00,17:00:00,15,765,3,2025-12-31 07:53:19
1469,143,ALLA_10,Allahabad,10,19:01:00,19:16:00,15,895,1,2025-12-31 07:53:19
1470,143,NASH_11,Nashik Road,11,21:14:00,21:16:00,2,963,5,2025-12-31 07:53:19
1471,143,VADO_12,Vadodara,12,22:51:00,22:56:00,5,1102,5,2025-12-31 07:53:19
1472,143,RAJA_13,Rajahmundry,13,01:06:00,01:11:00,5,1209,4,2025-12-31 07:53:19
1473,143,MAKS_14,Maksi,14,03:13:00,03:23:00,10,1282,5,2025-12-31 07:53:19
1474,143,CUTT_15,Cuttack,15,04:58:00,05:13:00,15,1461,3,2025-12-31 07:53:19
1475,143,JOLA_16,Jolarpettai,16,06:55:00,07:00:00,5,1529,5,2025-12-31 07:53:19
1476,144,AJME_2,Ajmer,2,17:54:00,17:56:00,2,195,5,2025-12-31 07:53:19
1477,144,SALE_3,Salem,3,20:04:00,20:09:00,5,330,4,2025-12-31 07:53:19
1478,144,KAZI_4,Kazipet,4,22:18:00,22:18:00,0,413,6,2025-12-31 07:53:19
1479,144,SHEG_5,Shegaon,5,00:15:00,00:15:00,0,469,3,2025-12-31 07:53:19
1480,144,GANG_6,Gangapur City,6,02:38:00,02:43:00,5,533,3,2025-12-31 07:53:19
1481,144,VIJA_7,Vijayawada,7,04:49:00,04:51:00,2,634,3,2025-12-31 07:53:19
1482,144,WARA_8,Warangal,8,07:25:00,07:40:00,15,816,6,2025-12-31 07:53:19
1483,144,BAYA_9,Bayana,9,09:19:00,09:21:00,2,927,6,2025-12-31 07:53:19
1484,144,RAJA_10,Rajahmundry,10,11:32:00,11:32:00,0,1055,3,2025-12-31 07:53:19
1485,145,SABA_2,Sabarmati,2,05:41:00,05:51:00,10,179,6,2025-12-31 07:53:19
1486,145,CHAN_3,Chandrapur,3,07:05:00,07:05:00,0,236,1,2025-12-31 07:53:19
1487,145,KANP_4,Kanpur Central,4,08:28:00,08:43:00,15,400,2,2025-12-31 07:53:19
1488,145,BEAW_5,Beawar,5,10:05:00,10:10:00,5,579,2,2025-12-31 07:53:19
1489,145,VIZI_6,Vizianagaram,6,11:21:00,11:23:00,2,714,6,2025-12-31 07:53:19
1490,145,NAGP_7,Nagpur,7,12:44:00,12:49:00,5,905,6,2025-12-31 07:53:19
1491,145,KALY_8,Kalyan Junction,8,13:50:00,13:52:00,2,1058,5,2025-12-31 07:53:19
1492,145,BALA_9,Balasore,9,15:34:00,15:44:00,10,1195,4,2025-12-31 07:53:19
1493,145,DHAN_10,Dhanbad,10,16:45:00,16:45:00,0,1274,6,2025-12-31 07:53:19
1494,145,DURG_11,Durgapur,11,17:50:00,17:50:00,0,1363,4,2025-12-31 07:53:19
1495,145,NAGD_12,Nagda,12,19:41:00,19:56:00,15,1413,6,2025-12-31 07:53:19
1496,145,BADN_13,Badnera,13,20:59:00,20:59:00,0,1475,4,2025-12-31 07:53:19
1497,145,KHAN_14,Khandwa,14,22:01:00,22:11:00,10,1662,5,2025-12-31 07:53:19
1498,146,NASH_2,Nashik Road,2,05:57:00,05:57:00,0,57,4,2025-12-31 07:53:19
1499,146,MATH_3,Mathura,3,08:03:00,08:18:00,15,202,2,2025-12-31 07:53:19
1500,146,VISA_4,Visakhapatnam,4,10:14:00,10:16:00,2,307,4,2025-12-31 07:53:19
1501,146,DURG_5,Durgapur,5,12:02:00,12:07:00,5,488,5,2025-12-31 07:53:19
1502,146,MAKS_6,Maksi,6,14:07:00,14:09:00,2,591,6,2025-12-31 07:53:19
1503,146,ANKL_7,Ankleshwar,7,16:07:00,16:09:00,2,693,3,2025-12-31 07:53:19
