id,transaction_id,booking_id,user_id,journey_id,amount,currency,status,payment_method,payment_gateway,failure_reason,gateway_response,created_at,updated_at,completed_at,expires_at,version
473,TXN1767167685513S9JCD2J,BKG-20251231-RVE27RMK,222,473,946,INR,SUCCESS,UPI,PayU,,"{""status"":""success"",""txn_id"":""TXN1767167685513S9JCD2J"",""bank_ref"":""qzw3ly0ea8r""}",2026-01-02T18:03:43.152Z,2026-01-02T18:03:47.152Z,2026-01-02T18:04:12.152Z,,0
474,TXN1767167685514JGHFFAG,BKG-20251231-74KZ46NM,683,474,842,INR,PENDING,UPI,Paytm,,,2025-12-16T17:00:52.572Z,2025-12-16T17:00:56.572Z,,2025-12-16T17:04:51.572Z,0
475,TXN1767167685514P4FTQUL,BKG-20251231-DFENS2ER,740,475,1269,INR,PENDING,WALLET,PhonePe,,,2026-01-09T16:52:36.862Z,2026-01-09T16:52:40.862Z,,2026-01-09T16:56:35.862Z,0
476,TXN1767167685514BQ5NP9K,BKG-20251231-NQIZNGUH,699,476,2490,INR,REFUNDED,WALLET,GooglePay,,,2025-12-31T04:26:51.390Z,2025-12-31T04:26:55.390Z,2025-12-31T04:27:20.390Z,,0
477,TXN1767167685514KOOMXV2,BKG-20251231-ZO7RO83G,66,477,4128,INR,SUCCESS,CREDIT_CARD,Paytm,,"{""status"":""success"",""txn_id"":""TXN1767167685514KOOMXV2"",""bank_ref"":""nglzxaotqak""}",2026-01-17T16:55:11.751Z,2026-01-17T16:55:15.751Z,2026-01-17T16:55:40.751Z,,0
478,TXN17671676855141D8SPEH,BKG-20251231-U1BA7WJB,853,478,1990,INR,SUCCESS,UPI,PayU,,"{""status"":""success"",""txn_id"":""TXN17671676855141D8SPEH"",""bank_ref"":""onw6k9s78o""}",2025-11-21T21:18:29.798Z,2025-11-21T21:18:33.798Z,2025-11-21T21:18:58.798Z,,0
479,TXN17671676855140IGKFNE,BKG-20251231-68EOAMRO,265,479,2193,INR,SUCCESS,UPI,Razorpay,,"{""status"":""success"",""txn_id"":""TXN17671676855140IGKFNE"",""bank_ref"":""bjl2kr3rbl""}",2025-12-13T10:10:03.141Z,2025-12-13T10:10:07.141Z,2025-12-13T10:10:32.141Z,,0
480,TXN176716768551472C8MQE,BKG-20251231-OYZ3XNQV,343,480,522,INR,SUCCESS,CREDIT_CARD,Razorpay,,"{""status"":""success"",""txn_id"":""TXN176716768551472C8MQE"",""bank_ref"":""wclwmw4v4zb""}",2025-12-25T10:47:21.065Z,2025-12-25T10:47:25.065Z,2025-12-25T10:47:50.065Z,,0
481,TXN1767167685514UQ3SSFZ,BKG-20251231-3LELRBQW,925,481,1582,INR,SUCCESS,WALLET,PayU,,"{""status"":""success"",""txn_id"":""TXN1767167685514UQ3SSFZ"",""bank_ref"":""89r5y8u79ld""}",2025-12-28T16:28:03.225Z,2025-12-28T16:28:07.225Z,2025-12-28T16:28:32.225Z,,0
482,TXN1767167685514CCN1GV3,BKG-20251231-XTM0HC8M,963,482,4938,INR,PENDING,UPI,PayU,,,2026-01-22T00:57:39.230Z,2026-01-22T00:57:43.230Z,,2026-01-22T01:01:38.230Z,0
483,TXN1767167685514RKAMTU9,BKG-20251231-8USUPVYJ,553,483,4730,INR,PENDING,DEBIT_CARD,GooglePay,,,2026-01-12T03:24:09.011Z,2026-01-12T03:24:13.011Z,,2026-01-12T03:28:08.011Z,0
484,TXN1767167685514B2Q9C11,BKG-20251231-E4HQTGD6,87,484,3472,INR,INITIATED,DEBIT_CARD,Razorpay,,,2025-12-04T17:11:33.262Z,2025-12-04T17:11:37.262Z,,2025-12-04T17:15:32.262Z,0
485,TXN1767167685514PC036YV,BKG-20251231-XMPSU8E6,799,485,2172,INR,SUCCESS,CREDIT_CARD,PhonePe,,"{""status"":""success"",""txn_id"":""TXN1767167685514PC036YV"",""bank_ref"":""ix2srdkesi""}",2025-12-04T20:11:00.060Z,2025-12-04T20:11:04.060Z,2025-12-04T20:11:29.060Z,,0
486,TXN17671676855143XX6M3C,BKG-20251231-RDPPWLM7,441,486,1642,INR,PENDING,DEBIT_CARD,PayU,,,2025-12-26T10:04:35.271Z,2025-12-26T10:04:39.271Z,,2025-12-26T10:08:34.271Z,0
487,TXN1767167685514A623QT0,BKG-20251231-CR1ZZEF8,505,487,3570,INR,SUCCESS,WALLET,Razorpay,,"{""status"":""success"",""txn_id"":""TXN1767167685514A623QT0"",""bank_ref"":""4m6ffuiyzew""}",2025-12-29T00:45:32.760Z,2025-12-29T00:45:36.760Z,2025-12-29T00:46:01.760Z,,0
488,TXN1767167685514H9ZSNJR,BKG-20251231-3Q7Z3SAH,397,488,4748,INR,SUCCESS,UPI,GooglePay,,"{""status"":""success"",""txn_id"":""TXN1767167685514H9ZSNJR"",""bank_ref"":""nm5rd9ghj7""}",2026-01-06T23:44:52.982Z,2026-01-06T23:44:56.982Z,2026-01-06T23:45:21.982Z,,0
489,TXN17671676855149SMLG04,BKG-20251231-LT2CSQZC,19,489,4555,INR,SUCCESS,CREDIT_CARD,CCAvenue,,"{""status"":""success"",""txn_id"":""TXN17671676855149SMLG04"",""bank_ref"":""jq7l2luxmi""}",2025-12-27T05:27:25.826Z,2025-12-27T05:27:29.826Z,2025-12-27T05:27:54.826Z,,0
490,TXN1767167685514VXOBUG0,BKG-20251231-TMOMVGM3,682,490,4125,INR,SUCCESS,UPI,CCAvenue,,"{""status"":""success"",""txn_id"":""TXN1767167685514VXOBUG0"",""bank_ref"":""pypwal6qqc""}",2025-12-23T10:21:21.763Z,2025-12-23T10:21:25.763Z,2025-12-23T10:21:50.763Z,,0
491,TXN1767167685514NO542S6,BKG-20251231-QHRPCD1J,164,491,1922,INR,REFUNDED,NET_BANKING,PayU,,,2025-12-09T05:32:36.293Z,2025-12-09T05:32:40.293Z,2025-12-09T05:33:05.293Z,,0
492,TXN1767167685514QL7OYCF,BKG-20251231-AIVKP0KW,170,492,689,INR,REFUNDED,DEBIT_CARD,Razorpay,,,2026-01-06T02:15:06.805Z,2026-01-06T02:15:10.805Z,2026-01-06T02:15:35.805Z,,0
493,TXN17671676855149HCDL8G,BKG-20251231-ASVS656C,524,493,1595,INR,SUCCESS,UPI,Paytm,,"{""status"":""success"",""txn_id"":""TXN17671676855149HCDL8G"",""bank_ref"":""l92667y4ir""}",2026-01-08T16:02:39.916Z,2026-01-08T16:02:43.916Z,2026-01-08T16:03:08.916Z,,0
494,TXN17671676855148OKTDEN,BKG-20251231-WIH9ROC1,131,494,2010,INR,SUCCESS,UPI,PayU,,"{""status"":""success"",""txn_id"":""TXN17671676855148OKTDEN"",""bank_ref"":""ztgdq31mbt""}",2025-12-30T03:29:01.048Z,2025-12-30T03:29:05.048Z,2025-12-30T03:29:30.048Z,,0
495,TXN17671676855144BUJ01U,BKG-20251231-FIFO5E04,603,495,4313,INR,FAILED,UPI,Paytm,Bank declined,,2025-12-25T15:40:33.524Z,2025-12-25T15:40:37.524Z,,,0
496,TXN176716768551458NQBKI,BKG-20251231-8VW5ZVGW,984,496,1946,INR,SUCCESS,NET_BANKING,PayU,,"{""status"":""success"",""txn_id"":""TXN176716768551458NQBKI"",""bank_ref"":""f50xhkgsj7t""}",2025-12-13T01:03:25.134Z,2025-12-13T01:03:29.134Z,2025-12-13T01:03:54.134Z,,0
497,TXN1767167685514VZTTG3N,BKG-20251231-VJ1H94FM,191,497,4676,INR,SUCCESS,CREDIT_CARD,Paytm,,"{""status"":""success"",""txn_id"":""TXN1767167685514VZTTG3N"",""bank_ref"":""qvnml3jt509""}",2025-12-23T18:02:16.992Z,2025-12-23T18:02:20.992Z,2025-12-23T18:02:45.992Z,,0
498,TXN1767167685514J8BK6F1,BKG-20251231-WVWEXNCN,829,498,2604,INR,SUCCESS,UPI,GooglePay,,"{""status"":""success"",""txn_id"":""TXN1767167685514J8BK6F1"",""bank_ref"":""bvxc8fri03""}",2025-12-09T09:02:31.534Z,2025-12-09T09:02:35.534Z,2025-12-09T09:03:00.534Z,,0
499,TXN17671676855141FS1C68,BKG-20251231-D33ADQI5,473,499,4499,INR,SUCCESS,UPI,PhonePe,,"{""status"":""success"",""txn_id"":""TXN17671676855141FS1C68"",""bank_ref"":""y6p74ugrlf""}",2025-11-27T20:11:20.255Z,2025-11-27T20:11:24.255Z,2025-11-27T20:11:49.255Z,,0
500,TXN1767167685514TV8M41R,BKG-20251231-4SA7SIFG,994,500,2441,INR,REFUNDED,WALLET,PayU,,,2025-12-17T05:11:43.321Z,2025-12-17T05:11:47.321Z,2025-12-17T05:12:12.321Z,,0
501,TXN1767167685514JQGAXJY,BKG-20251231-RP2H3XQR,40,501,2866,INR,SUCCESS,NET_BANKING,PhonePe,,"{""status"":""success"",""txn_id"":""TXN1767167685514JQGAXJY"",""bank_ref"":""0h9gwc7rk8hs""}",2026-01-07T18:41:08.754Z,2026-01-07T18:41:12.754Z,2026-01-07T18:41:37.754Z,,0
502,TXN1767167685514KECS5A9,BKG-20251231-L2BSFFL3,943,502,3456,INR,REFUNDED,WALLET,Razorpay,,,2026-01-03T07:11:28.894Z,2026-01-03T07:11:32.894Z,2026-01-03T07:11:57.894Z,,0
503,TXN1767167685514LQXK36E,BKG-20251231-UVCIJNKS,635,503,1357,INR,SUCCESS,DEBIT_CARD,Paytm,,"{""status"":""success"",""txn_id"":""TXN1767167685514LQXK36E"",""bank_ref"":""sjvd7e9uy7""}",2026-01-05T07:55:15.887Z,2026-01-05T07:55:19.887Z,2026-01-05T07:55:44.887Z,,0
504,TXN17671676855149RE3KIK,BKG-20251231-YM3EJI4H,364,504,4473,INR,PENDING,CREDIT_CARD,GooglePay,,,2026-01-14T12:24:35.298Z,2026-01-14T12:24:39.298Z,,2026-01-14T12:28:34.298Z,0
505,TXN1767167685514T4F807A,BKG-20251231-1P99NZUI,964,505,2997,INR,SUCCESS,UPI,CCAvenue,,"{""status"":""success"",""txn_id"":""TXN1767167685514T4F807A"",""bank_ref"":""pa7g5oqoj7s""}",2025-12-01T15:45:35.317Z,2025-12-01T15:45:39.317Z,2025-12-01T15:46:04.317Z,,0
506,TXN17671676855142AL00NX,BKG-20251231-DJICRHIA,119,506,926,INR,PENDING,UPI,PhonePe,,,2025-11-28T11:22:33.102Z,2025-11-28T11:22:37.102Z,,2025-11-28T11:26:32.102Z,0
507,TXN1767167685514A80T7P2,BKG-20251231-HVJRRXK1,854,507,2871,INR,REFUNDED,CREDIT_CARD,Paytm,,,2025-12-18T08:45:47.085Z,2025-12-18T08:45:51.085Z,2025-12-18T08:46:16.085Z,,0
508,TXN1767167685515X2FK8LY,BKG-20251231-SWFHKWZM,109,508,3733,INR,SUCCESS,CREDIT_CARD,Paytm,,"{""status"":""success"",""txn_id"":""TXN1767167685515X2FK8LY"",""bank_ref"":""d04ouspzc8""}",2025-12-02T09:29:13.142Z,2025-12-02T09:29:17.142Z,2025-12-02T09:29:42.142Z,,0
509,TXN1767167685515QN9496P,BKG-20251231-E2CDSEWK,102,509,2995,INR,REFUNDED,DEBIT_CARD,PhonePe,,,2026-01-01T00:42:03.660Z,2026-01-01T00:42:07.660Z,2026-01-01T00:42:32.660Z,,0
510,TXN1767167685515N7JYFI3,BKG-20251231-BJY3E2RY,742,510,573,INR,SUCCESS,NET_BANKING,PayU,,"{""status"":""success"",""txn_id"":""TXN1767167685515N7JYFI3"",""bank_ref"":""0fwren929wxr""}",2025-12-02T02:24:56.166Z,2025-12-02T02:25:00.166Z,2025-12-02T02:25:25.166Z,,0
511,TXN1767167685515T5GJ1V3,BKG-20251231-OYM8ZR10,487,511,3901,INR,SUCCESS,UPI,CCAvenue,,"{""status"":""success"",""txn_id"":""TXN1767167685515T5GJ1V3"",""bank_ref"":""4cxm94sgfox""}",2025-12-02T23:04:34.593Z,2025-12-02T23:04:38.593Z,2025-12-02T23:05:03.593Z,,0
512,TXN17671676855156O33CBK,BKG-20251231-RX7GITVD,904,512,1391,INR,SUCCESS,UPI,Paytm,,"{""status"":""success"",""txn_id"":""TXN17671676855156O33CBK"",""bank_ref"":""mu9r0ehrer""}",2025-11-20T01:31:50.166Z,2025-11-20T01:31:54.166Z,2025-11-20T01:32:19.166Z,,0
513,TXN1767167685515BMDVFH5,BKG-20251231-VJH62K5U,312,513,2151,INR,SUCCESS,WALLET,CCAvenue,,"{""status"":""success"",""txn_id"":""TXN1767167685515BMDVFH5"",""bank_ref"":""al4mozqb5n5""}",2025-12-04T12:21:39.147Z,2025-12-04T12:21:43.147Z,2025-12-04T12:22:08.147Z,,0
514,TXN17671676855157VN4114,BKG-20251231-0FVK8RA0,179,514,2259,INR,SUCCESS,NET_BANKING,GooglePay,,"{""status"":""success"",""txn_id"":""TXN17671676855157VN4114"",""bank_ref"":""d8dtquxld7""}",2025-12-13T01:53:30.741Z,2025-12-13T01:53:34.741Z,2025-12-13T01:53:59.741Z,,0
515,TXN1767167685515HIH4BL0,BKG-20251231-M7W4AP7Z,95,515,2146,INR,SUCCESS,UPI,Razorpay,,"{""status"":""success"",""txn_id"":""TXN1767167685515HIH4BL0"",""bank_ref"":""akl4trta7me""}",2025-12-16T12:54:05.314Z,2025-12-16T12:54:09.314Z,2025-12-16T12:54:34.314Z,,0
516,TXN1767167685515DOL1SZ0,BKG-20251231-8J6J9D90,338,516,4162,INR,PENDING,CREDIT_CARD,CCAvenue,,,2025-12-14T17:38:29.113Z,2025-12-14T17:38:33.113Z,,2025-12-14T17:42:28.113Z,0
517,TXN176716768551531JRHF1,BKG-20251231-YC4A0CGH,559,517,571,INR,PENDING,NET_BANKING,Razorpay,,,2025-12-28T06:57:58.610Z,2025-12-28T06:58:02.610Z,,2025-12-28T07:01:57.610Z,0
518,TXN17671676855157POXGD8,BKG-20251231-ADVS9APF,948,518,2561,INR,PENDING,UPI,CCAvenue,,,2025-12-24T11:44:40.198Z,2025-12-24T11:44:44.198Z,,2025-12-24T11:48:39.198Z,0
519,TXN1767167685515YQAL5A3,BKG-20251231-PATEKOEQ,534,519,4483,INR,SUCCESS,CREDIT_CARD,Paytm,,"{""status"":""success"",""txn_id"":""TXN1767167685515YQAL5A3"",""bank_ref"":""os58ap7ct3q""}",2025-12-23T07:19:12.942Z,2025-12-23T07:19:16.942Z,2025-12-23T07:19:41.942Z,,0
520,TXN1767167685515PG4UZXV,BKG-20251231-EQQ897RM,641,520,4382,INR,SUCCESS,WALLET,PayU,,"{""status"":""success"",""txn_id"":""TXN1767167685515PG4UZXV"",""bank_ref"":""29r6isbj5u6""}",2026-01-01T07:01:08.810Z,2026-01-01T07:01:12.810Z,2026-01-01T07:01:37.810Z,,0
521,TXN176716768551553S4RNX,BKG-20251231-KPTBVE11,179,521,2503,INR,PENDING,NET_BANKING,PhonePe,,,2026-01-09T05:45:25.585Z,2026-01-09T05:45:29.585Z,,2026-01-09T05:49:24.585Z,0
522,TXN1767167685515P3TEQ8K,BKG-20251231-PEOR9KO3,226,522,3109,INR,SUCCESS,UPI,PhonePe,,"{""status"":""success"",""txn_id"":""TXN1767167685515P3TEQ8K"",""bank_ref"":""i8h5prqzf7""}",2025-12-30T17:43:04.743Z,2025-12-30T17:43:08.743Z,2025-12-30T17:43:33.743Z,,0
523,TXN1767167685515L5ROHB1,BKG-20251231-Y722UAIL,301,523,4683,INR,SUCCESS,UPI,CCAvenue,,"{""status"":""success"",""txn_id"":""TXN1767167685515L5ROHB1"",""bank_ref"":""iufj4vxmwgf""}",2025-12-07T17:46:26.841Z,2025-12-07T17:46:30.841Z,2025-12-07T17:46:55.841Z,,0
524,TXN1767167685515TS2ZY1D,BKG-20251231-GBJBDH56,589,524,1584,INR,INITIATED,NET_BANKING,PhonePe,,,2025-12-12T07:56:47.483Z,2025-12-12T07:56:51.483Z,,2025-12-12T08:00:46.483Z,0
525,TXN17671676855155ZFDW9F,BKG-20251231-BUR9X5Y7,261,525,3252,INR,SUCCESS,UPI,PhonePe,,"{""status"":""success"",""txn_id"":""TXN17671676855155ZFDW9F"",""bank_ref"":""z4k4vc5d8g9""}",2025-12-11T08:27:52.984Z,2025-12-11T08:27:56.984Z,2025-12-11T08:28:21.984Z,,0
526,TXN1767167685515VKV508D,BKG-20251231-KKD3VLBD,634,526,1104,INR,REFUNDED,NET_BANKING,Paytm,,,2025-12-09T16:22:36.711Z,2025-12-09T16:22:40.711Z,2025-12-09T16:23:05.711Z,,0
527,TXN1767167685515HUY1PS4,BKG-20251231-PD5ULI0W,341,527,4763,INR,SUCCESS,CREDIT_CARD,GooglePay,,"{""status"":""success"",""txn_id"":""TXN1767167685515HUY1PS4"",""bank_ref"":""ow6mo662sxg""}",2026-01-14T23:50:49.167Z,2026-01-14T23:50:53.167Z,2026-01-14T23:51:18.167Z,,0
528,TXN1767167685515FMUERR4,BKG-20251231-IS8PVUD6,999,528,1190,INR,SUCCESS,UPI,GooglePay,,"{""status"":""success"",""txn_id"":""TXN1767167685515FMUERR4"",""bank_ref"":""7ha5gtg170h""}",2026-01-04T16:45:14.955Z,2026-01-04T16:45:18.955Z,2026-01-04T16:45:43.955Z,,0
529,TXN1767167685515WXEXRND,BKG-20251231-BDP8RIMC,869,529,4710,INR,SUCCESS,WALLET,Razorpay,,"{""status"":""success"",""txn_id"":""TXN1767167685515WXEXRND"",""bank_ref"":""wgupbiyhv8k""}",2025-12-15T11:12:09.836Z,2025-12-15T11:12:13.836Z,2025-12-15T11:12:38.836Z,,0
530,TXN1767167685515PJRMARF,BKG-20251231-14NL9IL4,377,530,1474,INR,SUCCESS,NET_BANKING,Paytm,,"{""status"":""success"",""txn_id"":""TXN1767167685515PJRMARF"",""bank_ref"":""i1r0wcly5wp""}",2025-12-14T03:16:38.038Z,2025-12-14T03:16:42.038Z,2025-12-14T03:17:07.038Z,,0
531,TXN1767167685515ZT1JFRP,BKG-20251231-IC2VR5FJ,473,531,4076,INR,SUCCESS,WALLET,PhonePe,,"{""status"":""success"",""txn_id"":""TXN1767167685515ZT1JFRP"",""bank_ref"":""73zydhqa2q""}",2025-12-07T17:24:25.493Z,2025-12-07T17:24:29.493Z,2025-12-07T17:24:54.493Z,,0
532,TXN17671676855150WE60FI,BKG-20251231-WM3Z0VT3,402,532,1864,INR,SUCCESS,NET_BANKING,Razorpay,,"{""status"":""success"",""txn_id"":""TXN17671676855150WE60FI"",""bank_ref"":""rep0fndjoq""}",2025-12-14T18:51:14.357Z,2025-12-14T18:51:18.357Z,2025-12-14T18:51:43.357Z,,0
533,TXN1767167685515ERU6DTL,BKG-20251231-WS8DNVMQ,418,533,3895,INR,SUCCESS,WALLET,Razorpay,,"{""status"":""success"",""txn_id"":""TXN1767167685515ERU6DTL"",""bank_ref"":""p9w3wj24e8s""}",2025-12-01T05:31:29.529Z,2025-12-01T05:31:33.529Z,2025-12-01T05:31:58.529Z,,0
534,TXN1767167685515VX8B7AG,BKG-20251231-WBYZZ7I6,480,534,2843,INR,INITIATED,UPI,GooglePay,,,2025-12-06T07:02:40.981Z,2025-12-06T07:02:44.981Z,,2025-12-06T07:06:39.981Z,0
535,TXN17671676855150201OSH,BKG-20251231-1NU6YCEX,350,535,4042,INR,SUCCESS,UPI,Paytm,,"{""status"":""success"",""txn_id"":""TXN17671676855150201OSH"",""bank_ref"":""ncrnj80c39d""}",2026-01-11T05:00:16.035Z,2026-01-11T05:00:20.035Z,2026-01-11T05:00:45.035Z,,0
536,TXN1767167685515ESWZSCX,BKG-20251231-Q6R91FBG,925,536,4728,INR,SUCCESS,DEBIT_CARD,CCAvenue,,"{""status"":""success"",""txn_id"":""TXN1767167685515ESWZSCX"",""bank_ref"":""n90blmozid""}",2025-12-26T02:20:20.321Z,2025-12-26T02:20:24.321Z,2025-12-26T02:20:49.321Z,,0
537,TXN1767167685515KTL0LNF,BKG-20251231-G8IWXCG8,182,537,4947,INR,SUCCESS,CREDIT_CARD,PayU,,"{""status"":""success"",""txn_id"":""TXN1767167685515KTL0LNF"",""bank_ref"":""ctpn1w91lbh""}",2025-12-27T07:37:30.062Z,2025-12-27T07:37:34.062Z,2025-12-27T07:37:59.062Z,,0
538,TXN176716768551573I7UVD,BKG-20251231-8ATZR9W4,85,538,3837,INR,SUCCESS,UPI,PhonePe,,"{""status"":""success"",""txn_id"":""TXN176716768551573I7UVD"",""bank_ref"":""gvmytyc37li""}",2026-01-01T15:05:18.405Z,2026-01-01T15:05:22.405Z,2026-01-01T15:05:47.405Z,,0
539,TXN1767167685515SN60J8T,BKG-20251231-A5NXHCRD,750,539,2010,INR,PENDING,UPI,PayU,,,2025-12-09T14:26:34.945Z,2025-12-09T14:26:38.945Z,,2025-12-09T14:30:33.945Z,0
540,TXN1767167685515I5NO2C2,BKG-20251231-CQ8SLSGW,555,540,981,INR,SUCCESS,NET_BANKING,GooglePay,,"{""status"":""success"",""txn_id"":""TXN1767167685515I5NO2C2"",""bank_ref"":""b5bqgniztui""}",2025-12-09T00:06:23.129Z,2025-12-09T00:06:27.129Z,2025-12-09T00:06:52.129Z,,0
541,TXN1767167685515ICQRWNR,BKG-20251231-AR31M6OD,727,541,4125,INR,SUCCESS,NET_BANKING,PayU,,"{""status"":""success"",""txn_id"":""TXN1767167685515ICQRWNR"",""bank_ref"":""t8y6tm2u0wl""}",2025-12-13T15:49:46.959Z,2025-12-13T15:49:50.959Z,2025-12-13T15:50:15.959Z,,0
542,TXN1767167685516PA0FXI8,BKG-20251231-3MRUOWDO,871,542,3029,INR,SUCCESS,NET_BANKING,GooglePay,,"{""status"":""success"",""txn_id"":""TXN1767167685516PA0FXI8"",""bank_ref"":""w0zcgb8nm6s""}",2025-11-26T04:28:41.874Z,2025-11-26T04:28:45.874Z,2025-11-26T04:29:10.874Z,,0
543,TXN1767167685516CL27E6U,BKG-20251231-UCBZGIG9,471,543,3625,INR,SUCCESS,WALLET,PayU,,"{""status"":""success"",""txn_id"":""TXN1767167685516CL27E6U"",""bank_ref"":""z9oz8r1egpe""}",2025-12-26T21:20:27.590Z,2025-12-26T21:20:31.590Z,2025-12-26T21:20:56.590Z,,0
544,TXN1767167685516ESZNJ0U,BKG-20251231-I2D56UDW,179,544,3738,INR,INITIATED,UPI,Razorpay,,,2025-12-15T04:19:20.229Z,2025-12-15T04:19:24.229Z,,2025-12-15T04:23:19.229Z,0
545,TXN1767167685516SLUNQP1,BKG-20251231-JVCAYTNK,475,545,2982,INR,PENDING,CREDIT_CARD,Razorpay,,,2025-12-17T12:17:56.008Z,2025-12-17T12:18:00.008Z,,2025-12-17T12:21:55.008Z,0
546,TXN1767167685516XELC2EN,BKG-20251231-V62FSSNT,9,546,974,INR,SUCCESS,UPI,PhonePe,,"{""status"":""success"",""txn_id"":""TXN1767167685516XELC2EN"",""bank_ref"":""pwklydmxxi9""}",2025-12-02T07:53:38.681Z,2025-12-02T07:53:42.681Z,2025-12-02T07:54:07.681Z,,0
547,TXN1767167685516BA539EK,BKG-20251231-CQP1J8A7,102,547,3721,INR,SUCCESS,DEBIT_CARD,Paytm,,"{""status"":""success"",""txn_id"":""TXN1767167685516BA539EK"",""bank_ref"":""ktqh2f9ajj""}",2026-01-07T15:59:15.463Z,2026-01-07T15:59:19.463Z,2026-01-07T15:59:44.463Z,,0
548,TXN1767167685516BHDI38R,BKG-20251231-15W8T25V,629,548,2134,INR,SUCCESS,WALLET,Paytm,,"{""status"":""success"",""txn_id"":""TXN1767167685516BHDI38R"",""bank_ref"":""wh6xm5yk3a""}",2025-12-08T09:33:17.008Z,2025-12-08T09:33:21.008Z,2025-12-08T09:33:46.008Z,,0
549,TXN1767167685516MVPLYF9,BKG-20251231-QLP2EV5J,156,549,4400,INR,SUCCESS,UPI,PayU,,"{""status"":""success"",""txn_id"":""TXN1767167685516MVPLYF9"",""bank_ref"":""bltoc6o4xf5""}",2025-12-29T03:12:19.159Z,2025-12-29T03:12:23.159Z,2025-12-29T03:12:48.159Z,,0
550,TXN1767167685516YD5D6YT,BKG-20251231-FJPN08QX,682,550,3953,INR,SUCCESS,DEBIT_CARD,Paytm,,"{""status"":""success"",""txn_id"":""TXN1767167685516YD5D6YT"",""bank_ref"":""a6m8arae7vb""}",2026-01-15T13:24:32.709Z,2026-01-15T13:24:36.709Z,2026-01-15T13:25:01.709Z,,0
551,TXN1767167685516MWZIA09,BKG-20251231-F19JS9PF,651,551,3125,INR,INITIATED,NET_BANKING,CCAvenue,,,2025-12-17T00:58:02.624Z,2025-12-17T00:58:06.624Z,,2025-12-17T01:02:01.624Z,0
552,TXN1767167685516WCCWUIO,BKG-20251231-8IUXXKAB,364,552,2258,INR,REFUNDED,WALLET,PayU,,,2025-12-19T14:44:18.124Z,2025-12-19T14:44:22.124Z,2025-12-19T14:44:47.124Z,,0
553,TXN1767167685516QIWFIX7,BKG-20251231-T9TTVB75,150,553,3837,INR,PENDING,UPI,Razorpay,,,2025-12-10T00:09:33.071Z,2025-12-10T00:09:37.071Z,,2025-12-10T00:13:32.071Z,0
554,TXN176716768551681K6O11,BKG-20251231-EHORI0QC,916,554,4892,INR,SUCCESS,UPI,Paytm,,"{""status"":""success"",""txn_id"":""TXN176716768551681K6O11"",""bank_ref"":""rp1b1y7pb9""}",2026-01-11T00:43:41.679Z,2026-01-11T00:43:45.679Z,2026-01-11T00:44:10.679Z,,0
555,TXN1767167685516G3AM3I0,BKG-20251231-51XV299N,673,555,1194,INR,INITIATED,CREDIT_CARD,Paytm,,,2026-01-14T22:36:19.605Z,2026-01-14T22:36:23.605Z,,2026-01-14T22:40:18.605Z,0
556,TXN1767167685516XAPW3ML,BKG-20251231-32YM7R97,61,556,2725,INR,PENDING,WALLET,PayU,,,2025-12-20T23:48:41.623Z,2025-12-20T23:48:45.623Z,,2025-12-20T23:52:40.623Z,0
557,TXN1767167685516KJAG34D,BKG-20251231-1CRGJWB4,562,557,1209,INR,INITIATED,NET_BANKING,GooglePay,,,2026-01-10T21:38:29.105Z,2026-01-10T21:38:33.105Z,,2026-01-10T21:42:28.105Z,0
558,TXN1767167685516WH9ANJ2,BKG-20251231-Y5NZGHH5,524,558,1742,INR,INITIATED,NET_BANKING,Paytm,,,2025-12-24T16:46:29.870Z,2025-12-24T16:46:33.870Z,,2025-12-24T16:50:28.870Z,0
559,TXN176716768551641ATY7T,BKG-20251231-8NHUXN8T,222,559,4204,INR,PENDING,UPI,PayU,,,2025-12-26T17:35:35.847Z,2025-12-26T17:35:39.847Z,,2025-12-26T17:39:34.847Z,0
560,TXN1767167685516CD62RN9,BKG-20251231-BQUHF3D3,696,560,2987,INR,SUCCESS,UPI,GooglePay,,"{""status"":""success"",""txn_id"":""TXN1767167685516CD62RN9"",""bank_ref"":""wawr6vvudt7""}",2025-12-16T08:12:45.531Z,2025-12-16T08:12:49.531Z,2025-12-16T08:13:14.531Z,,0
561,TXN1767167685516BHN9LJJ,BKG-20251231-6T4AR1IY,818,561,4175,INR,PENDING,UPI,CCAvenue,,,2026-01-06T11:59:16.027Z,2026-01-06T11:59:20.027Z,,2026-01-06T12:03:15.027Z,0
562,TXN17671676855163FZXUVG,BKG-20251231-GOEE4RKR,532,562,4653,INR,SUCCESS,UPI,PhonePe,,"{""status"":""success"",""txn_id"":""TXN17671676855163FZXUVG"",""bank_ref"":""2u8f106m5m1""}",2026-01-03T00:01:06.459Z,2026-01-03T00:01:10.459Z,2026-01-03T00:01:35.459Z,,0
563,TXN1767167685516T4YPTHL,BKG-20251231-2JASDUTK,311,563,3897,INR,SUCCESS,NET_BANKING,Paytm,,"{""status"":""success"",""txn_id"":""TXN1767167685516T4YPTHL"",""bank_ref"":""0ppeoz12jaan""}",2026-01-03T22:01:24.095Z,2026-01-03T22:01:28.095Z,2026-01-03T22:01:53.095Z,,0
