id,booking_id,user_id,source_station,destination_station,journey_date,status,journey_type,total_fare,total_travel_time_minutes,total_layover_minutes,created_at,confirmed_at,cancelled_at,version
493,BKG-20251231-ASVS656C,524,Bangalore City,Indore,2026-01-28,CONFIRMED,SINGLE_TRAIN,1595,1071,0,2026-01-08T16:02:38.916Z,2026-01-08T16:03:53.510Z,,0
494,BKG-20251231-WIH9ROC1,131,Nagpur,New Delhi,2026-01-11,CONFIRMED,SINGLE_TRAIN,2010,605,0,2025-12-30T03:29:00.048Z,2025-12-30T03:34:26.269Z,,0
495,BKG-20251231-FIFO5E04,603,Ahmedabad,New Delhi,2025-12-25,PAYMENT_FAILED,SINGLE_TRAIN,4313,308,0,2025-12-25T15:40:32.524Z,,,0
496,BKG-20251231-8VW5ZVGW,984,Ahmedabad,Amritsar,2026-01-04,CONFIRMED,SINGLE_TRAIN,1946,932,0,2025-12-13T01:03:24.134Z,2025-12-13T01:13:11.999Z,,0
497,BKG-20251231-VJ1H94FM,191,Bhopal Junction,Agra Cantt,2025-12-23,CONFIRMED,MULTI_TRAIN,4676,793,95,2025-12-23T18:02:15.992Z,2025-12-23T18:03:45.202Z,,0
498,BKG-20251231-WVWEXNCN,829,Bhopal Junction,Udaipur City,2025-12-29,CONFIRMED,SINGLE_TRAIN,2604,1014,0,2025-12-09T09:02:30.534Z,2025-12-09T09:05:10.001Z,,0
499,BKG-20251231-D33ADQI5,473,Shri Mata Vaishno Devi,Visakhapatnam,2025-12-26,CONFIRMED,SINGLE_TRAIN,4499,1034,0,2025-11-27T20:11:19.255Z,2025-11-27T20:15:13.012Z,,0
500,BKG-20251231-4SA7SIFG,994,Trivandrum Central,Hyderabad Deccan,2026-01-14,CANCELLED,SINGLE_TRAIN,2441,1338,0,2025-12-17T05:11:42.321Z,,2025-12-17T12:37:48.558Z,0
501,BKG-20251231-RP2H3XQR,40,Bangalore City,Nagpur,2026-01-15,CONFIRMED,SINGLE_TRAIN,2866,852,0,2026-01-07T18:41:07.754Z,2026-01-07T18:49:02.598Z,,0
502,BKG-20251231-L2BSFFL3,943,Chennai Central,Jodhpur,2026-01-22,CANCELLED,SINGLE_TRAIN,3456,709,0,2026-01-03T07:11:27.894Z,,2026-01-03T21:08:12.231Z,0
503,BKG-20251231-UVCIJNKS,635,Vadodara,Ernakulam,2026-01-19,CONFIRMED,SINGLE_TRAIN,1357,970,0,2026-01-05T07:55:14.887Z,2026-01-05T08:00:50.824Z,,0
504,BKG-20251231-YM3EJI4H,364,Patna Junction,Vadodara,2026-01-24,PAYMENT_PENDING,SINGLE_TRAIN,4473,1319,0,2026-01-14T12:24:34.298Z,,,0
505,BKG-20251231-1P99NZUI,964,Bhopal Junction,Gwalior,2025-12-26,CONFIRMED,MULTI_TRAIN,2997,702,62,2025-12-01T15:45:34.317Z,2025-12-01T15:50:21.796Z,,0
506,BKG-20251231-DJICRHIA,119,Pune Junction,Trivandrum Central,2025-12-20,PAYMENT_PENDING,SINGLE_TRAIN,926,344,0,2025-11-28T11:22:32.102Z,,,0
507,BKG-20251231-HVJRRXK1,854,Jodhpur,Udaipur City,2025-12-18,CANCELLED,SINGLE_TRAIN,2871,1432,0,2025-12-18T08:45:46.085Z,,2025-12-19T00:45:48.438Z,0
508,BKG-20251231-SWFHKWZM,109,Mumbai Central,Ahmedabad,2025-12-16,CONFIRMED,SINGLE_TRAIN,3733,743,0,2025-12-02T09:29:12.142Z,2025-12-02T09:36:12.382Z,,0
509,BKG-20251231-E2CDSEWK,102,Howrah,Ernakulam,2026-01-20,CANCELLED,SINGLE_TRAIN,2995,1293,0,2026-01-01T00:42:02.660Z,,2026-01-01T19:15:52.343Z,0
510,BKG-20251231-BJY3E2RY,742,Amritsar,Jaipur,2025-12-20,CONFIRMED,SINGLE_TRAIN,573,751,0,2025-12-02T02:24:55.166Z,2025-12-02T02:27:13.589Z,,0
511,BKG-20251231-OYM8ZR10,487,Indore,Patna Junction,2025-12-26,CONFIRMED,SINGLE_TRAIN,3901,287,0,2025-12-02T23:04:33.593Z,2025-12-02T23:05:53.998Z,,0
512,BKG-20251231-RX7GITVD,904,Indore,Ahmedabad,2025-12-18,CONFIRMED,MULTI_TRAIN,1391,1407,109,2025-11-20T01:31:49.166Z,2025-11-20T01:37:55.405Z,,0
513,BKG-20251231-VJH62K5U,312,Udaipur City,Chennai Central,2025-12-24,CONFIRMED,SINGLE_TRAIN,2151,1339,0,2025-12-04T12:21:38.147Z,2025-12-04T12:30:17.119Z,,0
514,BKG-20251231-0FVK8RA0,179,Bhopal Junction,Udaipur City,2026-01-10,CONFIRMED,SINGLE_TRAIN,2259,336,0,2025-12-13T01:53:29.741Z,2025-12-13T01:58:32.669Z,,0
515,BKG-20251231-M7W4AP7Z,95,Ahmedabad,Patna Junction,2026-01-02,CONFIRMED,MULTI_TRAIN,2146,1079,36,2025-12-16T12:54:04.314Z,2025-12-16T12:57:59.495Z,,0
516,BKG-20251231-8J6J9D90,338,Trivandrum Central,Bhopal Junction,2026-01-06,PAYMENT_PENDING,MULTI_TRAIN,4162,530,152,2025-12-14T17:38:28.113Z,,,0
517,BKG-20251231-YC4A0CGH,559,Hyderabad Deccan,Vadodara,2026-01-03,PAYMENT_PENDING,MULTI_TRAIN,571,523,167,2025-12-28T06:57:57.610Z,,,0
518,BKG-20251231-ADVS9APF,948,Indore,New Delhi,2025-12-28,PAYMENT_PENDING,SINGLE_TRAIN,2561,890,0,2025-12-24T11:44:39.198Z,,,0
519,BKG-20251231-PATEKOEQ,534,Trivandrum Central,Shri Mata Vaishno Devi,2025-12-30,CONFIRMED,SINGLE_TRAIN,4483,1020,0,2025-12-23T07:19:11.942Z,2025-12-23T07:28:26.924Z,,0
520,BKG-20251231-EQQ897RM,641,Hyderabad Deccan,Ahmedabad,2026-01-29,CONFIRMED,MULTI_TRAIN,4382,637,70,2026-01-01T07:01:07.810Z,2026-01-01T07:08:33.335Z,,0
521,BKG-20251231-KPTBVE11,179,Ernakulam,Ahmedabad,2026-01-11,PAYMENT_PENDING,SINGLE_TRAIN,2503,777,0,2026-01-09T05:45:24.585Z,,,0
522,BKG-20251231-PEOR9KO3,226,Indore,Hyderabad Deccan,2025-12-30,CONFIRMED,SINGLE_TRAIN,3109,1378,0,2025-12-30T17:43:03.743Z,2025-12-30T17:50:06.023Z,,0
523,BKG-20251231-Y722UAIL,301,New Delhi,Indore,2025-12-31,CONFIRMED,SINGLE_TRAIN,4683,865,0,2025-12-07T17:46:25.841Z,2025-12-07T17:54:47.330Z,,0
524,BKG-20251231-GBJBDH56,589,Hyderabad Deccan,Lucknow,2025-12-17,SEATS_BLOCKED,SINGLE_TRAIN,1584,882,0,2025-12-12T07:56:46.483Z,,,0
525,BKG-20251231-BUR9X5Y7,261,Nagpur,Patna Junction,2025-12-25,CONFIRMED,SINGLE_TRAIN,3252,466,0,2025-12-11T08:27:51.984Z,2025-12-11T08:33:44.960Z,,0
526,BKG-20251231-KKD3VLBD,634,Jodhpur,Nagpur,2025-12-21,CANCELLED,SINGLE_TRAIN,1104,276,0,2025-12-09T16:22:35.711Z,,2025-12-09T21:18:38.212Z,0
527,BKG-20251231-PD5ULI0W,341,Udaipur City,Indore,2026-01-23,CONFIRMED,SINGLE_TRAIN,4763,1169,0,2026-01-14T23:50:48.167Z,2026-01-14T23:57:00.957Z,,0
528,BKG-20251231-IS8PVUD6,999,Jaipur,Ernakulam,2026-01-13,CONFIRMED,MULTI_TRAIN,1190,1271,176,2026-01-04T16:45:13.955Z,2026-01-04T16:51:30.556Z,,0
529,BKG-20251231-BDP8RIMC,869,Agra Cantt,Udaipur City,2025-12-24,CONFIRMED,SINGLE_TRAIN,4710,469,0,2025-12-15T11:12:08.836Z,2025-12-15T11:15:11.441Z,,0
530,BKG-20251231-14NL9IL4,377,Bhopal Junction,Gwalior,2026-01-04,CONFIRMED,SINGLE_TRAIN,1474,1169,0,2025-12-14T03:16:37.038Z,2025-12-14T03:18:45.149Z,,0
531,BKG-20251231-IC2VR5FJ,473,Amritsar,Hyderabad Deccan,2025-12-20,CONFIRMED,SINGLE_TRAIN,4076,1063,0,2025-12-07T17:24:24.493Z,2025-12-07T17:29:50.331Z,,0
532,BKG-20251231-WM3Z0VT3,402,Amritsar,Hyderabad Deccan,2025-12-22,CONFIRMED,SINGLE_TRAIN,1864,1121,0,2025-12-14T18:51:13.357Z,2025-12-14T18:54:06.885Z,,0
533,BKG-20251231-WS8DNVMQ,418,Lucknow,Mumbai CST,2025-12-24,CONFIRMED,SINGLE_TRAIN,3895,985,0,2025-12-01T05:31:28.529Z,2025-12-01T05:33:27.317Z,,0
534,BKG-20251231-WBYZZ7I6,480,Shri Mata Vaishno Devi,Jodhpur,2025-12-21,SEATS_BLOCKED,SINGLE_TRAIN,2843,964,0,2025-12-06T07:02:39.981Z,,,0
535,BKG-20251231-1NU6YCEX,350,Shri Mata Vaishno Devi,Lucknow,2026-01-23,CONFIRMED,SINGLE_TRAIN,4042,360,0,2026-01-11T05:00:15.035Z,2026-01-11T05:10:01.136Z,,0
536,BKG-20251231-Q6R91FBG,925,Mumbai CST,Amritsar,2025-12-29,CONFIRMED,SINGLE_TRAIN,4728,654,0,2025-12-26T02:20:19.321Z,2025-12-26T02:21:44.514Z,,0
537,BKG-20251231-G8IWXCG8,182,New Delhi,Vadodara,2025-12-30,CONFIRMED,SINGLE_TRAIN,4947,1305,0,2025-12-27T07:37:29.062Z,2025-12-27T07:37:57.759Z,,0
538,BKG-20251231-8ATZR9W4,85,Vadodara,Nagpur,2026-01-19,CONFIRMED,SINGLE_TRAIN,3837,1161,0,2026-01-01T15:05:17.405Z,2026-01-01T15:14:33.423Z,,0
539,BKG-20251231-A5NXHCRD,750,Udaipur City,Chennai Central,2025-12-19,PAYMENT_PENDING,SINGLE_TRAIN,2010,399,0,2025-12-09T14:26:33.945Z,,,0
540,BKG-20251231-CQ8SLSGW,555,Bangalore City,Agra Cantt,2026-01-01,CONFIRMED,SINGLE_TRAIN,981,762,0,2025-12-09T00:06:22.129Z,2025-12-09T00:14:51.111Z,,0
541,BKG-20251231-AR31M6OD,727,Howrah,Lucknow,2025-12-29,CONFIRMED,SINGLE_TRAIN,4125,1322,0,2025-12-13T15:49:45.959Z,2025-12-13T15:57:22.732Z,,0
542,BKG-20251231-3MRUOWDO,871,Jaipur,Mumbai CST,2025-12-25,CONFIRMED,SINGLE_TRAIN,3029,1295,0,2025-11-26T04:28:40.874Z,2025-11-26T04:29:22.633Z,,0
543,BKG-20251231-UCBZGIG9,471,Mumbai CST,Shri Mata Vaishno Devi,2026-01-11,CONFIRMED,SINGLE_TRAIN,3625,464,0,2025-12-26T21:20:26.590Z,2025-12-26T21:26:25.127Z,,0
544,BKG-20251231-I2D56UDW,179,Shri Mata Vaishno Devi,Lucknow,2025-12-26,SEATS_BLOCKED,MULTI_TRAIN,3738,906,56,2025-12-15T04:19:19.229Z,,,0
545,BKG-20251231-JVCAYTNK,475,Indore,Mumbai CST,2025-12-27,PAYMENT_PENDING,SINGLE_TRAIN,2982,918,0,2025-12-17T12:17:55.008Z,,,0
546,BKG-20251231-V62FSSNT,9,Ahmedabad,Mumbai Central,2025-12-17,CONFIRMED,MULTI_TRAIN,974,811,131,2025-12-02T07:53:37.681Z,2025-12-02T07:53:44.367Z,,0
547,BKG-20251231-CQP1J8A7,102,Ernakulam,Bhopal Junction,2026-01-29,CONFIRMED,MULTI_TRAIN,3721,626,46,2026-01-07T15:59:14.463Z,2026-01-07T16:07:20.673Z,,0
548,BKG-20251231-15W8T25V,629,Howrah,Bhopal Junction,2025-12-17,CONFIRMED,SINGLE_TRAIN,2134,477,0,2025-12-08T09:33:16.008Z,2025-12-08T09:36:55.490Z,,0
549,BKG-20251231-QLP2EV5J,156,Patna Junction,Jaipur,2026-01-25,CONFIRMED,SINGLE_TRAIN,4400,560,0,2025-12-29T03:12:18.159Z,2025-12-29T03:20:36.938Z,,0
550,BKG-20251231-FJPN08QX,682,Gwalior,Amritsar,2026-01-26,CONFIRMED,SINGLE_TRAIN,3953,1302,0,2026-01-15T13:24:31.709Z,2026-01-15T13:27:02.280Z,,0
551,BKG-20251231-F19JS9PF,651,Ernakulam,Ahmedabad,2026-01-15,SEATS_BLOCKED,MULTI_TRAIN,3125,679,31,2025-12-17T00:58:01.624Z,,,0
552,BKG-20251231-8IUXXKAB,364,Gwalior,Visakhapatnam,2025-12-28,CANCELLED,SINGLE_TRAIN,2258,1353,0,2025-12-19T14:44:17.124Z,,2025-12-19T15:18:25.101Z,0
553,BKG-20251231-T9TTVB75,150,Ahmedabad,Trivandrum Central,2026-01-05,PAYMENT_PENDING,SINGLE_TRAIN,3837,460,0,2025-12-10T00:09:32.071Z,,,0
554,BKG-20251231-EHORI0QC,916,Mumbai Central,Udaipur City,2026-01-14,CONFIRMED,SINGLE_TRAIN,4892,406,0,2026-01-11T00:43:40.679Z,2026-01-11T00:48:42.270Z,,0
555,BKG-20251231-51XV299N,673,Udaipur City,Ernakulam,2026-01-27,SEATS_BLOCKED,SINGLE_TRAIN,1194,253,0,2026-01-14T22:36:18.605Z,,,0
556,BKG-20251231-32YM7R97,61,Trivandrum Central,Gwalior,2025-12-20,PAYMENT_PENDING,SINGLE_TRAIN,2725,1434,0,2025-12-20T23:48:40.623Z,,,0
557,BKG-20251231-1CRGJWB4,562,Ahmedabad,Trivandrum Central,2026-01-10,SEATS_BLOCKED,SINGLE_TRAIN,1209,438,0,2026-01-10T21:38:28.105Z,,,0
558,BKG-20251231-Y5NZGHH5,524,Bhopal Junction,Shri Mata Vaishno Devi,2026-01-11,SEATS_BLOCKED,SINGLE_TRAIN,1742,443,0,2025-12-24T16:46:28.870Z,,,0
559,BKG-20251231-8NHUXN8T,222,Shri Mata Vaishno Devi,Bangalore City,2026-01-07,PAYMENT_PENDING,SINGLE_TRAIN,4204,312,0,2025-12-26T17:35:34.847Z,,,0
560,BKG-20251231-BQUHF3D3,696,Hyderabad Deccan,New Delhi,2025-12-25,CONFIRMED,SINGLE_TRAIN,2987,399,0,2025-12-16T08:12:44.531Z,2025-12-16T08:20:14.261Z,,0
561,BKG-20251231-6T4AR1IY,818,Indore,Udaipur City,2026-01-17,PAYMENT_PENDING,SINGLE_TRAIN,4175,572,0,2026-01-06T11:59:15.027Z,,,0
562,BKG-20251231-GOEE4RKR,532,Visakhapatnam,Bangalore City,2026-01-16,CONFIRMED,SINGLE_TRAIN,4653,1100,0,2026-01-03T00:01:05.459Z,2026-01-03T00:05:29.642Z,,0
563,BKG-20251231-2JASDUTK,311,Mumbai Central,Trivandrum Central,2026-01-03,CONFIRMED,SINGLE_TRAIN,3897,1071,0,2026-01-03T22:01:23.095Z,2026-01-03T22:02:14.915Z,,0
564,BKG-20251231-J17VN06Z,390,Mumbai CST,Vadodara,2026-01-27,CANCELLED,SINGLE_TRAIN,861,1365,0,2026-01-17T02:02:39.191Z,,2026-01-17T14:26:26.331Z,0
565,BKG-20251231-4KVZRWO0,671,Lucknow,Hyderabad Deccan,2026-01-25,CONFIRMED,SINGLE_TRAIN,1781,350,0,2026-01-01T04:36:21.505Z,2026-01-01T04:45:28.472Z,,0
566,BKG-20251231-2JNUAUXY,909,Indore,Mumbai CST,2025-12-17,CANCELLED,SINGLE_TRAIN,1617,1145,0,2025-12-10T00:16:52.840Z,,2025-12-10T17:52:32.091Z,0
567,BKG-20251231-BJCK0Q7T,462,Hyderabad Deccan,Lucknow,2026-01-18,CONFIRMED,MULTI_TRAIN,4702,1090,117,2026-01-07T08:19:10.739Z,2026-01-07T08:27:55.030Z,,0
568,BKG-20251231-9DHT1LHS,268,Lucknow,New Delhi,2025-12-16,CANCELLED,SINGLE_TRAIN,3572,1190,0,2025-11-23T15:31:15.646Z,,2025-11-24T07:30:26.706Z,0
569,BKG-20251231-SKPOO988,423,Patna Junction,Trivandrum Central,2025-12-20,CONFIRMED,SINGLE_TRAIN,4365,818,0,2025-12-01T13:55:13.812Z,2025-12-01T13:58:58.253Z,,0
570,BKG-20251231-W1RXQDF7,468,New Delhi,Gwalior,2025-12-28,PAYMENT_PENDING,SINGLE_TRAIN,933,711,0,2025-12-01T10:50:23.990Z,,,0
571,BKG-20251231-XV32IWJ8,881,Pune Junction,Agra Cantt,2025-12-28,CANCELLED,SINGLE_TRAIN,3893,1397,0,2025-12-10T07:01:08.625Z,,2025-12-11T03:42:01.778Z,0
572,BKG-20251231-U7DY972E,87,Bhopal Junction,New Delhi,2025-12-26,PAYMENT_PENDING,SINGLE_TRAIN,2014,350,0,2025-12-12T21:53:40.547Z,,,0
573,BKG-20251231-MT1PHFPP,212,Vadodara,Shri Mata Vaishno Devi,2026-01-24,PAYMENT_PENDING,SINGLE_TRAIN,747,823,0,2026-01-14T03:06:15.891Z,,,0
574,BKG-20251231-W6LKAW3C,789,New Delhi,Vadodara,2026-01-24,CONFIRMED,SINGLE_TRAIN,673,917,0,2026-01-04T01:27:58.672Z,2026-01-04T01:37:40.074Z,,0
575,BKG-20251231-Q9FHIUR5,13,Bhopal Junction,Ahmedabad,2026-01-11,CONFIRMED,SINGLE_TRAIN,1774,1203,0,2026-01-02T13:32:19.358Z,2026-01-02T13:32:33.700Z,,0
576,BKG-20251231-J6NWBH26,820,Bangalore City,Ahmedabad,2026-01-12,CONFIRMED,SINGLE_TRAIN,585,499,0,2026-01-05T23:50:35.196Z,2026-01-05T23:52:20.397Z,,0
577,BKG-20251231-U8W6VFBC,388,Howrah,Ernakulam,2025-12-26,CONFIRMED,SINGLE_TRAIN,3462,1170,0,2025-11-28T08:34:23.101Z,2025-11-28T08:43:55.372Z,,0
578,BKG-20251231-RWPK8T1M,127,Ernakulam,Gwalior,2026-01-20,PAYMENT_PENDING,MULTI_TRAIN,4640,566,93,2025-12-23T00:21:11.031Z,,,0
579,BKG-20251231-0HNHO1Y9,340,Ahmedabad,Mumbai CST,2025-12-25,CONFIRMED,SINGLE_TRAIN,3168,1261,0,2025-12-20T23:55:48.840Z,2025-12-21T00:05:17.859Z,,0
580,BKG-20251231-R1KLNPSS,685,Visakhapatnam,Ernakulam,2025-12-20,CONFIRMED,SINGLE_TRAIN,2066,870,0,2025-11-30T12:56:45.812Z,2025-11-30T13:02:15.456Z,,0
581,BKG-20251231-TXI4TWMN,101,Vadodara,Bangalore City,2026-01-17,CONFIRMED,SINGLE_TRAIN,2623,667,0,2025-12-29T15:53:51.988Z,2025-12-29T16:02:37.187Z,,0
582,BKG-20251231-SUNRTK6K,214,Pune Junction,Hyderabad Deccan,2026-01-03,SEATS_BLOCKED,SINGLE_TRAIN,3753,1361,0,2025-12-09T14:07:26.849Z,,,0
583,BKG-20251231-Y4ZJDIS2,164,Howrah,Chennai Central,2025-12-23,CONFIRMED,SINGLE_TRAIN,1032,796,0,2025-12-08T23:29:14.078Z,2025-12-08T23:38:08.662Z,,0
584,BKG-20251231-RCCXODZD,846,Trivandrum Central,Mumbai CST,2025-12-16,SEATS_BLOCKED,SINGLE_TRAIN,3648,250,0,2025-12-09T17:24:06.647Z,,,0
585,BKG-20251231-C59Q4YCG,185,Bangalore City,Jaipur,2026-01-23,CONFIRMED,SINGLE_TRAIN,523,1428,0,2026-01-04T07:23:11.276Z,2026-01-04T07:24:17.987Z,,0
586,BKG-20251231-H94BAD4Q,201,Hyderabad Deccan,Shri Mata Vaishno Devi,2025-12-29,CONFIRMED,SINGLE_TRAIN,1930,1045,0,2025-11-30T05:11:49.478Z,2025-11-30T05:14:48.056Z,,0
587,BKG-20251231-V19MNH1J,691,Hyderabad Deccan,Pune Junction,2025-12-26,PAYMENT_PENDING,SINGLE_TRAIN,1106,316,0,2025-12-06T15:10:01.339Z,,,0
588,BKG-20251231-8XE4CAG9,666,Hyderabad Deccan,Mumbai CST,2026-01-28,PAYMENT_PENDING,MULTI_TRAIN,1029,954,147,2026-01-17T13:50:12.680Z,,,0
589,BKG-20251231-0PBT6U8L,31,Bangalore City,Agra Cantt,2026-01-24,CONFIRMED,SINGLE_TRAIN,4995,320,0,2025-12-28T10:49:03.346Z,2025-12-28T10:56:12.802Z,,0
590,BKG-20251231-LZTAHCD8,394,Nagpur,New Delhi,2026-01-18,CANCELLED,SINGLE_TRAIN,1350,579,0,2026-01-16T19:55:52.514Z,,2026-01-17T09:35:48.441Z,0
591,BKG-20251231-XCTS6122,296,Chennai Central,Patna Junction,2026-01-21,CONFIRMED,MULTI_TRAIN,2736,870,70,2025-12-25T23:47:31.298Z,2025-12-25T23:54:11.706Z,,0
592,BKG-20251231-7ZFLX88X,253,Chennai Central,Vadodara,2026-01-03,CONFIRMED,SINGLE_TRAIN,1349,371,0,2025-12-25T12:45:07.463Z,2025-12-25T12:45:15.053Z,,0
593,BKG-20251231-PIVZII43,26,Gwalior,Vadodara,2025-12-23,CONFIRMED,SINGLE_TRAIN,3855,1407,0,2025-11-25T08:00:49.860Z,2025-11-25T08:05:38.725Z,,0
594,BKG-20251231-ZXGBY3OR,220,Indore,Chennai Central,2026-01-05,CANCELLED,SINGLE_TRAIN,1699,1407,0,2026-01-01T09:23:31.344Z,,2026-01-01T17:34:22.147Z,0
595,BKG-20251231-MBXKI9C6,962,Mumbai Central,Gwalior,2026-01-20,CANCELLED,SINGLE_TRAIN,4612,612,0,2026-01-14T21:53:26.158Z,,2026-01-15T13:49:35.503Z,0
596,BKG-20251231-HYLF7YI6,682,Nagpur,Lucknow,2026-01-10,CONFIRMED,SINGLE_TRAIN,4310,619,0,2025-12-13T02:47:17.899Z,2025-12-13T02:55:17.856Z,,0
597,BKG-20251231-Y3LTHYU4,96,Chennai Central,Trivandrum Central,2026-01-15,CONFIRMED,SINGLE_TRAIN,3360,375,0,2026-01-13T05:12:32.150Z,2026-01-13T05:19:01.268Z,,0
598,BKG-20251231-GKFIKRAV,878,Agra Cantt,Indore,2026-01-27,CANCELLED,MULTI_TRAIN,2219,1226,139,2026-01-04T09:24:50.793Z,,2026-01-05T05:25:48.898Z,0
599,BKG-20251231-X3UD3SXT,520,Bangalore City,Agra Cantt,2026-01-12,PAYMENT_PENDING,SINGLE_TRAIN,2652,1426,0,2026-01-01T22:38:51.959Z,,,0
600,BKG-20251231-JANLCJOH,646,Udaipur City,Ernakulam,2026-01-18,CONFIRMED,MULTI_TRAIN,1304,350,32,2026-01-03T23:16:28.504Z,2026-01-03T23:22:07.179Z,,0
601,BKG-20251231-M6MSI0HT,522,Patna Junction,Jaipur,2026-01-02,CANCELLED,SINGLE_TRAIN,1863,349,0,2025-12-09T02:23:37.756Z,,2025-12-09T09:00:17.721Z,0
602,BKG-20251231-DTV6VEFL,838,Mumbai Central,Pune Junction,2025-12-17,CANCELLED,SINGLE_TRAIN,581,363,0,2025-12-01T02:10:26.623Z,,2025-12-01T07:04:42.272Z,0
603,BKG-20251231-EWQ92ZV4,382,Pune Junction,Chennai Central,2026-01-26,CONFIRMED,SINGLE_TRAIN,1836,519,0,2026-01-11T18:48:50.861Z,2026-01-11T18:58:45.506Z,,0
604,BKG-20251231-FMJEF9UE,355,Shri Mata Vaishno Devi,Nagpur,2025-12-21,CONFIRMED,SINGLE_TRAIN,4364,1404,0,2025-11-26T10:33:32.846Z,2025-11-26T10:35:40.014Z,,0
605,BKG-20251231-QOKUESHP,454,Agra Cantt,Chennai Central,2025-12-23,PAYMENT_PENDING,SINGLE_TRAIN,1567,734,0,2025-11-24T11:01:57.442Z,,,0
606,BKG-20251231-C8ANSZGA,527,Mumbai CST,Agra Cantt,2026-01-06,CONFIRMED,MULTI_TRAIN,3251,1252,115,2025-12-14T20:30:19.206Z,2025-12-14T20:39:03.164Z,,0
607,BKG-20251231-4Z5QE1V0,46,Howrah,Mumbai Central,2026-01-25,CONFIRMED,SINGLE_TRAIN,4938,1243,0,2026-01-19T06:23:28.149Z,2026-01-19T06:29:25.306Z,,0
608,BKG-20251231-F4RQEJ2Q,166,Vadodara,New Delhi,2026-01-26,CANCELLED,SINGLE_TRAIN,2009,950,0,2026-01-18T22:56:32.912Z,,2026-01-18T23:44:01.780Z,0
609,BKG-20251231-COQ25RIX,305,Mumbai Central,Vadodara,2025-12-29,CONFIRMED,SINGLE_TRAIN,2276,1404,0,2025-12-10T09:03:34.659Z,2025-12-10T09:05:35.584Z,,0
610,BKG-20251231-519ABRJD,299,Bhopal Junction,Chennai Central,2025-12-16,CONFIRMED,SINGLE_TRAIN,4347,1027,0,2025-12-12T17:51:28.287Z,2025-12-12T18:00:13.387Z,,0
611,BKG-20251231-DO8DSJ6K,724,Ahmedabad,Amritsar,2025-12-24,PAYMENT_PENDING,MULTI_TRAIN,2267,274,47,2025-12-01T17:23:20.245Z,,,0
612,BKG-20251231-7D4EYIR2,697,Udaipur City,Gwalior,2026-01-01,CONFIRMED,SINGLE_TRAIN,4901,764,0,2025-12-04T02:13:38.192Z,2025-12-04T02:22:35.162Z,,0
613,BKG-20251231-EYKXIZ19,401,Mumbai Central,Bhopal Junction,2025-12-31,CONFIRMED,SINGLE_TRAIN,1754,856,0,2025-12-23T02:19:43.443Z,2025-12-23T02:22:41.011Z,,0
614,BKG-20251231-JYKUOBRO,370,Vadodara,Trivandrum Central,2025-12-30,PAYMENT_PENDING,SINGLE_TRAIN,3786,1328,0,2025-12-05T16:31:35.960Z,,,0
615,BKG-20251231-MR1LM4FW,560,Shri Mata Vaishno Devi,Vadodara,2025-12-29,CONFIRMED,SINGLE_TRAIN,4235,1033,0,2025-12-09T18:39:14.369Z,2025-12-09T18:41:16.149Z,,0
616,BKG-20251231-J11WMSL9,100,Patna Junction,Vadodara,2025-12-21,CONFIRMED,SINGLE_TRAIN,3436,1095,0,2025-12-07T00:06:40.654Z,2025-12-07T00:11:54.391Z,,0
617,BKG-20251231-FYDBVF3T,718,Jaipur,Mumbai CST,2026-01-12,PAYMENT_PENDING,SINGLE_TRAIN,2907,851,0,2025-12-24T19:13:34.660Z,,,0
618,BKG-20251231-QC4FH8FK,141,Patna Junction,Ahmedabad,2026-01-26,CONFIRMED,SINGLE_TRAIN,4410,351,0,2025-12-29T07:51:58.813Z,2025-12-29T07:58:30.710Z,,0
619,BKG-20251231-NQD5IUIG,492,Amritsar,Ernakulam,2026-01-11,CANCELLED,SINGLE_TRAIN,2696,382,0,2026-01-10T17:44:46.972Z,,2026-01-11T14:35:17.390Z,0
620,BKG-20251231-ZJQ5NP6V,859,Trivandrum Central,Shri Mata Vaishno Devi,2026-01-20,CONFIRMED,SINGLE_TRAIN,3100,972,0,2025-12-31T20:09:40.915Z,2025-12-31T20:12:39.433Z,,0
621,BKG-20251231-4J7JQCB0,424,Gwalior,Shri Mata Vaishno Devi,2026-01-04,CONFIRMED,SINGLE_TRAIN,2429,1130,0,2025-12-10T00:18:05.458Z,2025-12-10T00:25:33.998Z,,0
622,BKG-20251231-UKCFJQAH,711,Visakhapatnam,Udaipur City,2026-01-05,CONFIRMED,SINGLE_TRAIN,1986,557,0,2025-12-23T17:51:33.620Z,2025-12-23T17:55:31.099Z,,0
623,BKG-20251231-YLZ6HKM8,785,Ahmedabad,Mumbai CST,2025-12-20,PAYMENT_PENDING,SINGLE_TRAIN,2846,849,0,2025-12-04T03:50:27.365Z,,,0
624,BKG-20251231-6L8EHI8R,553,Bhopal Junction,Shri Mata Vaishno Devi,2026-01-20,CONFIRMED,SINGLE_TRAIN,2193,940,0,2026-01-14T18:06:12.142Z,2026-01-14T18:07:23.357Z,,0
625,BKG-20251231-OVS4C97S,543,Bangalore City,Indore,2025-12-18,PAYMENT_PENDING,SINGLE_TRAIN,1044,1291,0,2025-11-29T09:57:48.735Z,,,0
