id,train_id,coach_number,coach_class,total_seats,available_seats,base_fare,has_ac,has_charging,has_wifi,created_at,updated_at
1254,262,S6,SLEEPER,72,23,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1255,262,S7,SLEEPER,72,18,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1256,262,S8,SLEEPER,72,37,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1257,262,S9,SLEEPER,72,28,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1258,262,S10,SLEEPER,72,25,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1259,262,G11,GENERAL,100,60,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1260,262,G12,GENERAL,100,56,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1261,263,S1,SECOND_AC,48,30,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1262,263,S2,SECOND_AC,48,19,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1263,263,T3,THIRD_AC,64,39,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1264,263,T4,THIRD_AC,64,20,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1265,263,T5,THIRD_AC,64,34,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1266,263,S6,SLEEPER,72,34,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1267,263,S7,SLEEPER,72,23,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1268,263,S8,SLEEPER,72,36,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1269,263,S9,SLEEPER,72,49,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1270,263,S10,SLEEPER,72,29,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1271,263,G11,GENERAL,100,22,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1272,263,G12,GENERAL,100,22,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1273,269,S1,SECOND_AC,48,22,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1274,269,S2,SECOND_AC,48,17,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1275,269,T3,THIRD_AC,64,39,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1276,269,T4,THIRD_AC,64,18,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1277,269,T5,THIRD_AC,64,31,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1278,269,S6,SLEEPER,72,33,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1279,269,S7,SLEEPER,72,48,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1280,269,S8,SLEEPER,72,32,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1281,269,S9,SLEEPER,72,32,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1282,269,S10,SLEEPER,72,28,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1283,269,G11,GENERAL,100,53,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1284,269,G12,GENERAL,100,62,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1285,278,S1,SECOND_AC,48,9,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1286,278,S2,SECOND_AC,48,31,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1287,278,T3,THIRD_AC,64,35,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1288,278,T4,THIRD_AC,64,17,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1289,278,T5,THIRD_AC,64,40,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1290,278,S6,SLEEPER,72,45,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1291,278,S7,SLEEPER,72,24,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1292,278,S8,SLEEPER,72,24,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1293,278,S9,SLEEPER,72,42,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1294,278,S10,SLEEPER,72,42,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1295,278,G11,GENERAL,100,43,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1296,278,G12,GENERAL,100,66,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1297,284,S1,SECOND_AC,48,13,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1298,284,S2,SECOND_AC,48,18,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1299,284,T3,THIRD_AC,64,28,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1300,284,T4,THIRD_AC,64,23,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1301,284,T5,THIRD_AC,64,22,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1302,284,S6,SLEEPER,72,42,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1303,284,S7,SLEEPER,72,17,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1304,284,S8,SLEEPER,72,34,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1305,284,S9,SLEEPER,72,47,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1306,284,S10,SLEEPER,72,20,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1307,284,G11,GENERAL,100,64,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1308,284,G12,GENERAL,100,54,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1309,286,S1,SECOND_AC,48,26,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1310,286,S2,SECOND_AC,48,11,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1311,286,T3,THIRD_AC,64,26,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1312,286,T4,THIRD_AC,64,16,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1313,286,T5,THIRD_AC,64,42,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1314,286,S6,SLEEPER,72,40,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1315,286,S7,SLEEPER,72,16,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1316,286,S8,SLEEPER,72,28,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1317,286,S9,SLEEPER,72,14,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1318,286,S10,SLEEPER,72,48,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1319,286,G11,GENERAL,100,42,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1320,286,G12,GENERAL,100,54,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1321,295,S1,SECOND_AC,48,20,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1322,295,S2,SECOND_AC,48,20,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1323,295,T3,THIRD_AC,64,40,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1324,295,T4,THIRD_AC,64,36,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1325,295,T5,THIRD_AC,64,21,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1326,295,S6,SLEEPER,72,37,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1327,295,S7,SLEEPER,72,20,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1328,295,S8,SLEEPER,72,31,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1329,295,S9,SLEEPER,72,47,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1330,295,S10,SLEEPER,72,30,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1331,295,G11,GENERAL,100,45,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1332,295,G12,GENERAL,100,29,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1333,301,S1,SECOND_AC,48,32,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1334,301,S2,SECOND_AC,48,32,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1335,301,T3,THIRD_AC,64,38,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1336,301,T4,THIRD_AC,64,24,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1337,301,T5,THIRD_AC,64,26,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1338,301,S6,SLEEPER,72,47,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1339,301,S7,SLEEPER,72,40,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1340,301,S8,SLEEPER,72,17,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1341,301,S9,SLEEPER,72,48,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1342,301,S10,SLEEPER,72,24,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1343,301,G11,GENERAL,100,28,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1344,301,G12,GENERAL,100,68,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1345,306,S1,SECOND_AC,48,22,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1346,306,S2,SECOND_AC,48,25,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1347,306,T3,THIRD_AC,64,27,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1348,306,T4,THIRD_AC,64,25,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1349,306,T5,THIRD_AC,64,43,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1350,306,S6,SLEEPER,72,49,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1351,306,S7,SLEEPER,72,30,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1352,306,S8,SLEEPER,72,32,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1353,306,S9,SLEEPER,72,42,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1354,306,S10,SLEEPER,72,35,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1355,306,G11,GENERAL,100,62,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1356,306,G12,GENERAL,100,57,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1357,314,S1,SECOND_AC,48,33,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1358,314,S2,SECOND_AC,48,15,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1359,314,T3,THIRD_AC,64,24,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1360,314,T4,THIRD_AC,64,27,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1361,314,T5,THIRD_AC,64,23,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1362,314,S6,SLEEPER,72,33,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1363,314,S7,SLEEPER,72,21,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1364,314,S8,SLEEPER,72,34,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1365,314,S9,SLEEPER,72,38,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1366,314,S10,SLEEPER,72,42,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1367,314,G11,GENERAL,100,42,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1368,314,G12,GENERAL,100,65,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1369,318,S1,SECOND_AC,48,33,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1370,318,S2,SECOND_AC,48,23,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1371,318,T3,THIRD_AC,64,24,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1372,318,T4,THIRD_AC,64,14,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1373,318,T5,THIRD_AC,64,36,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1374,318,S6,SLEEPER,72,34,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1375,318,S7,SLEEPER,72,45,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1376,318,S8,SLEEPER,72,30,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1377,318,S9,SLEEPER,72,44,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1378,318,S10,SLEEPER,72,28,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1379,318,G11,GENERAL,100,21,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1380,318,G12,GENERAL,100,59,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1381,323,S1,SECOND_AC,48,24,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1382,323,S2,SECOND_AC,48,22,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1383,323,T3,THIRD_AC,64,27,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1384,323,T4,THIRD_AC,64,29,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1385,323,T5,THIRD_AC,64,38,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1386,323,S6,SLEEPER,72,47,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1387,323,S7,SLEEPER,72,25,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1388,323,S8,SLEEPER,72,50,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1389,323,S9,SLEEPER,72,44,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1390,323,S10,SLEEPER,72,20,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1391,323,G11,GENERAL,100,29,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1392,323,G12,GENERAL,100,60,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1393,329,S1,SECOND_AC,48,32,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1394,329,S2,SECOND_AC,48,12,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1395,329,T3,THIRD_AC,64,24,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1396,329,T4,THIRD_AC,64,21,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1397,329,T5,THIRD_AC,64,40,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1398,329,S6,SLEEPER,72,42,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1399,329,S7,SLEEPER,72,29,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1400,329,S8,SLEEPER,72,34,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1401,329,S9,SLEEPER,72,22,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1402,329,S10,SLEEPER,72,42,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1403,329,G11,GENERAL,100,45,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1404,329,G12,GENERAL,100,40,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1405,332,S1,SECOND_AC,48,13,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1406,332,S2,SECOND_AC,48,13,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1407,332,T3,THIRD_AC,64,15,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1408,332,T4,THIRD_AC,64,33,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1409,332,T5,THIRD_AC,64,34,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1410,332,S6,SLEEPER,72,49,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1411,332,S7,SLEEPER,72,24,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1412,332,S8,SLEEPER,72,23,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1413,332,S9,SLEEPER,72,19,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1414,332,S10,SLEEPER,72,45,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1415,332,G11,GENERAL,100,32,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1416,332,G12,GENERAL,100,41,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1417,334,S1,SECOND_AC,48,29,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1418,334,S2,SECOND_AC,48,16,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1419,334,T3,THIRD_AC,64,23,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1420,334,T4,THIRD_AC,64,34,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1421,334,T5,THIRD_AC,64,37,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1422,334,S6,SLEEPER,72,41,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1423,334,S7,SLEEPER,72,39,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1424,334,S8,SLEEPER,72,26,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1425,334,S9,SLEEPER,72,21,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1426,334,S10,SLEEPER,72,35,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1427,334,G11,GENERAL,100,59,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1428,334,G12,GENERAL,100,66,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1429,339,S1,SECOND_AC,48,27,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1430,339,S2,SECOND_AC,48,11,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1431,339,T3,THIRD_AC,64,38,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1432,339,T4,THIRD_AC,64,41,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1433,339,T5,THIRD_AC,64,18,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1434,339,S6,SLEEPER,72,39,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1435,339,S7,SLEEPER,72,14,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1436,339,S8,SLEEPER,72,41,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1437,339,S9,SLEEPER,72,45,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1438,339,S10,SLEEPER,72,39,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1439,339,G11,GENERAL,100,43,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1440,339,G12,GENERAL,100,30,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1441,342,S1,SECOND_AC,48,11,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1442,342,S2,SECOND_AC,48,24,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1443,342,T3,THIRD_AC,64,25,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1444,342,T4,THIRD_AC,64,28,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1445,342,T5,THIRD_AC,64,34,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1446,342,S6,SLEEPER,72,49,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1447,342,S7,SLEEPER,72,45,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1448,342,S8,SLEEPER,72,44,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1449,342,S9,SLEEPER,72,28,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1450,342,S10,SLEEPER,72,16,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1451,342,G11,GENERAL,100,25,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1452,342,G12,GENERAL,100,47,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1453,343,S1,SECOND_AC,48,13,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1454,343,S2,SECOND_AC,48,21,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1455,343,T3,THIRD_AC,64,19,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1456,343,T4,THIRD_AC,64,32,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1457,343,T5,THIRD_AC,64,21,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1458,343,S6,SLEEPER,72,18,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1459,343,S7,SLEEPER,72,21,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1460,343,S8,SLEEPER,72,26,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1461,343,S9,SLEEPER,72,40,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1462,343,S10,SLEEPER,72,50,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1463,343,G11,GENERAL,100,50,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1464,343,G12,GENERAL,100,47,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1465,351,S1,SECOND_AC,48,22,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1466,351,S2,SECOND_AC,48,17,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1467,351,T3,THIRD_AC,64,27,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1468,351,T4,THIRD_AC,64,14,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1469,351,T5,THIRD_AC,64,15,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1470,351,S6,SLEEPER,72,39,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1471,351,S7,SLEEPER,72,36,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1472,351,S8,SLEEPER,72,31,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1473,351,S9,SLEEPER,72,41,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1474,351,S10,SLEEPER,72,20,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1475,351,G11,GENERAL,100,67,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1476,351,G12,GENERAL,100,20,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1477,358,S1,SECOND_AC,48,29,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1478,358,S2,SECOND_AC,48,24,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1479,358,T3,THIRD_AC,64,38,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1480,358,T4,THIRD_AC,64,18,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1481,358,T5,THIRD_AC,64,26,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1482,358,S6,SLEEPER,72,35,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1483,358,S7,SLEEPER,72,33,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1484,358,S8,SLEEPER,72,48,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1485,358,S9,SLEEPER,72,28,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1486,358,S10,SLEEPER,72,19,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1487,358,G11,GENERAL,100,59,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1488,358,G12,GENERAL,100,38,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1489,365,S1,SECOND_AC,48,24,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1490,365,S2,SECOND_AC,48,16,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1491,365,T3,THIRD_AC,64,15,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1492,365,T4,THIRD_AC,64,25,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1493,365,T5,THIRD_AC,64,15,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1494,365,S6,SLEEPER,72,44,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1495,365,S7,SLEEPER,72,44,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1496,365,S8,SLEEPER,72,28,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1497,365,S9,SLEEPER,72,41,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1498,365,S10,SLEEPER,72,35,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1499,365,G11,GENERAL,100,64,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1500,365,G12,GENERAL,100,62,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1501,368,S1,SECOND_AC,48,27,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1502,368,S2,SECOND_AC,48,25,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1503,368,T3,THIRD_AC,64,33,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1504,368,T4,THIRD_AC,64,18,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1505,368,T5,THIRD_AC,64,27,700,1,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1506,368,S6,SLEEPER,72,20,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1507,368,S7,SLEEPER,72,44,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1508,368,S8,SLEEPER,72,39,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1509,368,S9,SLEEPER,72,49,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1510,368,S10,SLEEPER,72,49,300,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1511,368,G11,GENERAL,100,42,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1512,368,G12,GENERAL,100,46,150,0,0,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1513,371,S1,SECOND_AC,48,31,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
1514,371,S2,SECOND_AC,48,28,1200,1,1,0,2025-12-31 07:53:40,2025-12-31 07:53:40
