id,user_id,type,subject,message,channel,status,related_entity_id,error_message,created_at,sent_at,read_at
673,448,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-TO3K676P,Payment received successfully for booking BKG-20251231-TO3K676P.,PUSH,SENT,BKG-20251231-TO3K676P,,2025-12-23T16:02:48.732Z,2025-12-23T16:02:53.732Z,
674,459,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-ULA2OSEO,Your train booking BKG-20251231-ULA2OSEO has been confirmed successfully.,EMAIL,SENT,BKG-20251231-ULA2OSEO,,2025-12-15T05:40:29.437Z,2025-12-15T05:40:34.437Z,
675,459,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-ULA2OSEO,Payment received successfully for booking BKG-20251231-ULA2OSEO.,PUSH,FAILED,BKG-20251231-ULA2OSEO,Network error,2025-12-15T05:40:29.437Z,,
676,502,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-FJCNHEJA,Your train booking BKG-20251231-FJCNHEJA has been confirmed successfully.,SMS,SENT,BKG-20251231-FJCNHEJA,,2026-01-11T22:51:04.017Z,2026-01-11T22:51:09.017Z,
677,502,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-FJCNHEJA,Payment received successfully for booking BKG-20251231-FJCNHEJA.,PUSH,SENT,BKG-20251231-FJCNHEJA,,2026-01-11T22:51:04.017Z,2026-01-11T22:51:09.017Z,
678,471,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-OWCX6LT2,Your train booking BKG-20251231-OWCX6LT2 has been confirmed successfully.,IN_APP,SENT,BKG-20251231-OWCX6LT2,,2025-12-06T15:10:08.488Z,2025-12-06T15:10:13.488Z,
679,471,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-OWCX6LT2,Payment received successfully for booking BKG-20251231-OWCX6LT2.,IN_APP,SENT,BKG-20251231-OWCX6LT2,,2025-12-06T15:10:08.488Z,2025-12-06T15:10:13.488Z,2025-12-06T18:25:43.842Z
680,13,BOOKING_CANCELLED,Booking Cancelled - BKG-20251231-FUI6U24L,Your booking BKG-20251231-FUI6U24L has been cancelled.,IN_APP,SENT,BKG-20251231-FUI6U24L,,2025-12-26T10:57:38.330Z,2025-12-26T10:57:43.330Z,2025-12-26T17:38:09.317Z
681,13,REFUND_INITIATED,Refund Initiated - BKG-20251231-FUI6U24L,Refund has been initiated for booking BKG-20251231-FUI6U24L. It will be credited in 5-7 days.,IN_APP,SENT,BKG-20251231-FUI6U24L,,2025-12-26T10:57:38.330Z,2025-12-26T10:57:43.330Z,2025-12-27T00:02:15.719Z
682,611,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-1C0M4ZCS,Your train booking BKG-20251231-1C0M4ZCS has been confirmed successfully.,PUSH,SENT,BKG-20251231-1C0M4ZCS,,2025-12-26T06:33:40.665Z,2025-12-26T06:33:45.665Z,
683,611,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-1C0M4ZCS,Payment received successfully for booking BKG-20251231-1C0M4ZCS.,PUSH,SENT,BKG-20251231-1C0M4ZCS,,2025-12-26T06:33:40.665Z,2025-12-26T06:33:45.665Z,
684,422,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-5OIZOG97,Your train booking BKG-20251231-5OIZOG97 has been confirmed successfully.,IN_APP,SENT,BKG-20251231-5OIZOG97,,2026-01-06T06:10:24.343Z,2026-01-06T06:10:29.343Z,
685,422,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-5OIZOG97,Payment received successfully for booking BKG-20251231-5OIZOG97.,EMAIL,FAILED,BKG-20251231-5OIZOG97,Network error,2026-01-06T06:10:24.343Z,,
686,259,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-TWR72O8Q,Your train booking BKG-20251231-TWR72O8Q has been confirmed successfully.,SMS,SENT,BKG-20251231-TWR72O8Q,,2025-12-19T15:27:14.277Z,2025-12-19T15:27:19.277Z,
687,259,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-TWR72O8Q,Payment received successfully for booking BKG-20251231-TWR72O8Q.,IN_APP,SENT,BKG-20251231-TWR72O8Q,,2025-12-19T15:27:14.277Z,2025-12-19T15:27:19.277Z,2025-12-20T06:44:58.446Z
688,538,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-R82AAKO3,Your train booking BKG-20251231-R82AAKO3 has been confirmed successfully.,EMAIL,SENT,BKG-20251231-R82AAKO3,,2026-01-07T14:17:20.386Z,2026-01-07T14:17:25.386Z,
689,538,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-R82AAKO3,Payment received successfully for booking BKG-20251231-R82AAKO3.,IN_APP,SENT,BKG-20251231-R82AAKO3,,2026-01-07T14:17:20.386Z,2026-01-07T14:17:25.386Z,
690,187,BOOKING_CANCELLED,Booking Cancelled - BKG-20251231-A5MV9XGA,Your booking BKG-20251231-A5MV9XGA has been cancelled.,EMAIL,SENT,BKG-20251231-A5MV9XGA,,2025-12-28T13:38:01.872Z,2025-12-28T13:38:06.872Z,
691,187,REFUND_INITIATED,Refund Initiated - BKG-20251231-A5MV9XGA,Refund has been initiated for booking BKG-20251231-A5MV9XGA. It will be credited in 5-7 days.,IN_APP,SENT,BKG-20251231-A5MV9XGA,,2025-12-28T13:38:01.872Z,2025-12-28T13:38:06.872Z,2025-12-28T13:50:44.718Z
692,450,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-WCT4MHKP,Your train booking BKG-20251231-WCT4MHKP has been confirmed successfully.,EMAIL,SENT,BKG-20251231-WCT4MHKP,,2026-01-22T18:33:41.211Z,2026-01-22T18:33:46.211Z,
693,450,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-WCT4MHKP,Payment received successfully for booking BKG-20251231-WCT4MHKP.,PUSH,PENDING,BKG-20251231-WCT4MHKP,,2026-01-22T18:33:41.211Z,,
694,681,SEAT_BLOCKED,Seats Blocked - BKG-20251231-XGO6WFZH,Your seats have been blocked. Please complete payment within 4 minutes.,SMS,SENT,BKG-20251231-XGO6WFZH,,2025-12-25T20:36:28.227Z,2025-12-25T20:36:33.227Z,
695,91,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-I1NV0F31,Your train booking BKG-20251231-I1NV0F31 has been confirmed successfully.,IN_APP,SENT,BKG-20251231-I1NV0F31,,2025-12-22T23:53:27.767Z,2025-12-22T23:53:32.767Z,
696,307,SEAT_BLOCKED,Seats Blocked - BKG-20251231-TI0OOA7Z,Your seats have been blocked. Please complete payment within 4 minutes.,EMAIL,SENT,BKG-20251231-TI0OOA7Z,,2025-12-25T19:40:58.396Z,2025-12-25T19:41:03.396Z,
697,119,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-2HMWWGZT,Your train booking BKG-20251231-2HMWWGZT has been confirmed successfully.,PUSH,SENT,BKG-20251231-2HMWWGZT,,2026-01-09T22:13:51.066Z,2026-01-09T22:13:56.066Z,
698,119,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-2HMWWGZT,Payment received successfully for booking BKG-20251231-2HMWWGZT.,IN_APP,SENT,BKG-20251231-2HMWWGZT,,2026-01-09T22:13:51.066Z,2026-01-09T22:13:56.066Z,
699,458,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-VE1EGZZF,Your train booking BKG-20251231-VE1EGZZF has been confirmed successfully.,PUSH,SENT,BKG-20251231-VE1EGZZF,,2025-12-22T06:44:46.407Z,2025-12-22T06:44:51.407Z,
700,458,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-VE1EGZZF,Payment received successfully for booking BKG-20251231-VE1EGZZF.,IN_APP,SENT,BKG-20251231-VE1EGZZF,,2025-12-22T06:44:46.407Z,2025-12-22T06:44:51.407Z,2025-12-23T04:17:15.382Z
701,469,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-L3CDL0LM,Your train booking BKG-20251231-L3CDL0LM has been confirmed successfully.,SMS,SENT,BKG-20251231-L3CDL0LM,,2025-12-27T17:00:35.771Z,2025-12-27T17:00:40.771Z,
702,469,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-L3CDL0LM,Payment received successfully for booking BKG-20251231-L3CDL0LM.,IN_APP,SENT,BKG-20251231-L3CDL0LM,,2025-12-27T17:00:35.771Z,2025-12-27T17:00:40.771Z,2025-12-28T04:16:43.800Z
703,380,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-PNT4L4K1,Your train booking BKG-20251231-PNT4L4K1 has been confirmed successfully.,EMAIL,SENT,BKG-20251231-PNT4L4K1,,2026-01-10T06:19:32.605Z,2026-01-10T06:19:37.605Z,
704,380,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-PNT4L4K1,Payment received successfully for booking BKG-20251231-PNT4L4K1.,EMAIL,SENT,BKG-20251231-PNT4L4K1,,2026-01-10T06:19:32.605Z,2026-01-10T06:19:37.605Z,
705,377,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-WEW23DW6,Your train booking BKG-20251231-WEW23DW6 has been confirmed successfully.,EMAIL,SENT,BKG-20251231-WEW23DW6,,2025-12-31T16:15:39.869Z,2025-12-31T16:15:44.869Z,
706,377,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-WEW23DW6,Payment received successfully for booking BKG-20251231-WEW23DW6.,IN_APP,SENT,BKG-20251231-WEW23DW6,,2025-12-31T16:15:39.869Z,2025-12-31T16:15:44.869Z,2025-12-31T21:23:53.349Z
707,886,SEAT_BLOCKED,Seats Blocked - BKG-20251231-EA4GYZAQ,Your seats have been blocked. Please complete payment within 4 minutes.,EMAIL,SENT,BKG-20251231-EA4GYZAQ,,2026-01-03T17:18:21.462Z,2026-01-03T17:18:26.462Z,
708,916,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-60MD3WGA,Your train booking BKG-20251231-60MD3WGA has been confirmed successfully.,EMAIL,SENT,BKG-20251231-60MD3WGA,,2025-12-22T08:30:18.478Z,2025-12-22T08:30:23.478Z,
709,916,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-60MD3WGA,Payment received successfully for booking BKG-20251231-60MD3WGA.,EMAIL,SENT,BKG-20251231-60MD3WGA,,2025-12-22T08:30:18.478Z,2025-12-22T08:30:23.478Z,
710,279,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-AKDMDW9L,Your train booking BKG-20251231-AKDMDW9L has been confirmed successfully.,PUSH,SENT,BKG-20251231-AKDMDW9L,,2026-01-09T01:39:56.363Z,2026-01-09T01:40:01.363Z,
711,279,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-AKDMDW9L,Payment received successfully for booking BKG-20251231-AKDMDW9L.,SMS,SENT,BKG-20251231-AKDMDW9L,,2026-01-09T01:39:56.363Z,2026-01-09T01:40:01.363Z,
712,833,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-3OITV6DR,Your train booking BKG-20251231-3OITV6DR has been confirmed successfully.,SMS,SENT,BKG-20251231-3OITV6DR,,2025-12-28T22:21:06.292Z,2025-12-28T22:21:11.292Z,
713,833,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-3OITV6DR,Payment received successfully for booking BKG-20251231-3OITV6DR.,SMS,SENT,BKG-20251231-3OITV6DR,,2025-12-28T22:21:06.292Z,2025-12-28T22:21:11.292Z,
714,267,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-I2UUTZ7E,Your train booking BKG-20251231-I2UUTZ7E has been confirmed successfully.,PUSH,SENT,BKG-20251231-I2UUTZ7E,,2025-12-29T19:31:14.321Z,2025-12-29T19:31:19.321Z,
715,267,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-I2UUTZ7E,Payment received successfully for booking BKG-20251231-I2UUTZ7E.,PUSH,SENT,BKG-20251231-I2UUTZ7E,,2025-12-29T19:31:14.321Z,2025-12-29T19:31:19.321Z,
716,305,PAYMENT_FAILED,Payment Failed - BKG-20251231-DLQF9UL1,Payment failed for booking BKG-20251231-DLQF9UL1. Please try again.,SMS,SENT,BKG-20251231-DLQF9UL1,,2025-12-23T08:46:37.358Z,2025-12-23T08:46:42.358Z,
717,142,SEAT_BLOCKED,Seats Blocked - BKG-20251231-5CJG2JBA,Your seats have been blocked. Please complete payment within 4 minutes.,PUSH,SENT,BKG-20251231-5CJG2JBA,,2025-12-06T09:41:28.002Z,2025-12-06T09:41:33.002Z,
718,212,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-O0XUYSW4,Your train booking BKG-20251231-O0XUYSW4 has been confirmed successfully.,EMAIL,SENT,BKG-20251231-O0XUYSW4,,2026-01-02T07:36:34.415Z,2026-01-02T07:36:39.415Z,
719,212,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-O0XUYSW4,Payment received successfully for booking BKG-20251231-O0XUYSW4.,PUSH,SENT,BKG-20251231-O0XUYSW4,,2026-01-02T07:36:34.415Z,2026-01-02T07:36:39.415Z,
720,505,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-P893NSAY,Your train booking BKG-20251231-P893NSAY has been confirmed successfully.,EMAIL,SENT,BKG-20251231-P893NSAY,,2025-12-05T11:21:58.892Z,2025-12-05T11:22:03.892Z,
721,505,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-P893NSAY,Payment received successfully for booking BKG-20251231-P893NSAY.,SMS,SENT,BKG-20251231-P893NSAY,,2025-12-05T11:21:58.892Z,2025-12-05T11:22:03.892Z,
722,185,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-92BXYJDO,Your train booking BKG-20251231-92BXYJDO has been confirmed successfully.,SMS,SENT,BKG-20251231-92BXYJDO,,2025-12-10T17:14:28.674Z,2025-12-10T17:14:33.674Z,
723,185,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-92BXYJDO,Payment received successfully for booking BKG-20251231-92BXYJDO.,PUSH,SENT,BKG-20251231-92BXYJDO,,2025-12-10T17:14:28.674Z,2025-12-10T17:14:33.674Z,
724,522,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-G82ZBOFD,Your train booking BKG-20251231-G82ZBOFD has been confirmed successfully.,SMS,SENT,BKG-20251231-G82ZBOFD,,2025-12-17T09:52:51.491Z,2025-12-17T09:52:56.491Z,
725,522,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-G82ZBOFD,Payment received successfully for booking BKG-20251231-G82ZBOFD.,IN_APP,SENT,BKG-20251231-G82ZBOFD,,2025-12-17T09:52:51.491Z,2025-12-17T09:52:56.491Z,2025-12-18T01:42:30.167Z
726,140,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-PWWYHI9M,Your train booking BKG-20251231-PWWYHI9M has been confirmed successfully.,IN_APP,SENT,BKG-20251231-PWWYHI9M,,2026-01-02T20:40:18.538Z,2026-01-02T20:40:23.538Z,2026-01-03T17:47:45.445Z
727,140,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-PWWYHI9M,Payment received successfully for booking BKG-20251231-PWWYHI9M.,IN_APP,SENT,BKG-20251231-PWWYHI9M,,2026-01-02T20:40:18.538Z,2026-01-02T20:40:23.538Z,
728,468,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-C4SBECSY,Your train booking BKG-20251231-C4SBECSY has been confirmed successfully.,PUSH,SENT,BKG-20251231-C4SBECSY,,2025-12-31T13:28:10.516Z,2025-12-31T13:28:15.516Z,
729,468,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-C4SBECSY,Payment received successfully for booking BKG-20251231-C4SBECSY.,EMAIL,SENT,BKG-20251231-C4SBECSY,,2025-12-31T13:28:10.516Z,2025-12-31T13:28:15.516Z,
730,861,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-751S14K1,Your train booking BKG-20251231-751S14K1 has been confirmed successfully.,EMAIL,SENT,BKG-20251231-751S14K1,,2025-11-30T02:49:20.547Z,2025-11-30T02:49:25.547Z,
731,861,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-751S14K1,Payment received successfully for booking BKG-20251231-751S14K1.,IN_APP,SENT,BKG-20251231-751S14K1,,2025-11-30T02:49:20.547Z,2025-11-30T02:49:25.547Z,
732,544,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-S0NAP4XG,Your train booking BKG-20251231-S0NAP4XG has been confirmed successfully.,IN_APP,SENT,BKG-20251231-S0NAP4XG,,2026-01-13T12:11:55.835Z,2026-01-13T12:12:00.835Z,2026-01-14T08:06:38.689Z
733,544,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-S0NAP4XG,Payment received successfully for booking BKG-20251231-S0NAP4XG.,SMS,SENT,BKG-20251231-S0NAP4XG,,2026-01-13T12:11:55.835Z,2026-01-13T12:12:00.835Z,
734,919,SEAT_BLOCKED,Seats Blocked - BKG-20251231-Y7PDTEL1,Your seats have been blocked. Please complete payment within 4 minutes.,IN_APP,SENT,BKG-20251231-Y7PDTEL1,,2026-01-06T19:36:54.913Z,2026-01-06T19:36:59.913Z,2026-01-07T03:55:21.783Z
735,114,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-YTF9QM1N,Your train booking BKG-20251231-YTF9QM1N has been confirmed successfully.,IN_APP,SENT,BKG-20251231-YTF9QM1N,,2025-11-30T04:21:09.747Z,2025-11-30T04:21:14.747Z,2025-11-30T06:41:16.564Z
736,114,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-YTF9QM1N,Payment received successfully for booking BKG-20251231-YTF9QM1N.,SMS,SENT,BKG-20251231-YTF9QM1N,,2025-11-30T04:21:09.747Z,2025-11-30T04:21:14.747Z,
737,876,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-MI2WDLK3,Your train booking BKG-20251231-MI2WDLK3 has been confirmed successfully.,IN_APP,SENT,BKG-20251231-MI2WDLK3,,2025-12-27T04:22:44.493Z,2025-12-27T04:22:49.493Z,
738,876,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-MI2WDLK3,Payment received successfully for booking BKG-20251231-MI2WDLK3.,EMAIL,SENT,BKG-20251231-MI2WDLK3,,2025-12-27T04:22:44.493Z,2025-12-27T04:22:49.493Z,
739,327,SEAT_BLOCKED,Seats Blocked - BKG-20251231-CZ30R5M4,Your seats have been blocked. Please complete payment within 4 minutes.,IN_APP,SENT,BKG-20251231-CZ30R5M4,,2026-01-09T15:47:34.639Z,2026-01-09T15:47:39.639Z,2026-01-10T01:28:35.561Z
740,753,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-XSADDDQ2,Your train booking BKG-20251231-XSADDDQ2 has been confirmed successfully.,SMS,SENT,BKG-20251231-XSADDDQ2,,2025-11-30T21:55:36.495Z,2025-11-30T21:55:41.495Z,
741,753,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-XSADDDQ2,Payment received successfully for booking BKG-20251231-XSADDDQ2.,IN_APP,SENT,BKG-20251231-XSADDDQ2,,2025-11-30T21:55:36.495Z,2025-11-30T21:55:41.495Z,2025-12-01T07:14:39.949Z
742,938,BOOKING_CANCELLED,Booking Cancelled - BKG-20251231-BMYKTPQ8,Your booking BKG-20251231-BMYKTPQ8 has been cancelled.,EMAIL,SENT,BKG-20251231-BMYKTPQ8,,2025-12-11T21:38:04.058Z,2025-12-11T21:38:09.058Z,
743,938,REFUND_INITIATED,Refund Initiated - BKG-20251231-BMYKTPQ8,Refund has been initiated for booking BKG-20251231-BMYKTPQ8. It will be credited in 5-7 days.,SMS,SENT,BKG-20251231-BMYKTPQ8,,2025-12-11T21:38:04.058Z,2025-12-11T21:38:09.058Z,
744,981,BOOKING_CANCELLED,Booking Cancelled - BKG-20251231-VAN47Z2V,Your booking BKG-20251231-VAN47Z2V has been cancelled.,PUSH,SENT,BKG-20251231-VAN47Z2V,,2026-01-10T13:39:53.976Z,2026-01-10T13:39:58.976Z,
745,981,REFUND_INITIATED,Refund Initiated - BKG-20251231-VAN47Z2V,Refund has been initiated for booking BKG-20251231-VAN47Z2V. It will be credited in 5-7 days.,EMAIL,SENT,BKG-20251231-VAN47Z2V,,2026-01-10T13:39:53.976Z,2026-01-10T13:39:58.976Z,
746,890,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-JIBOMZVG,Your train booking BKG-20251231-JIBOMZVG has been confirmed successfully.,PUSH,SENT,BKG-20251231-JIBOMZVG,,2025-12-06T19:29:15.459Z,2025-12-06T19:29:20.459Z,
747,890,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-JIBOMZVG,Payment received successfully for booking BKG-20251231-JIBOMZVG.,IN_APP,SENT,BKG-20251231-JIBOMZVG,,2025-12-06T19:29:15.459Z,2025-12-06T19:29:20.459Z,2025-12-07T11:52:19.253Z
748,679,BOOKING_CANCELLED,Booking Cancelled - BKG-20251231-16GKT4R6,Your booking BKG-20251231-16GKT4R6 has been cancelled.,PUSH,PENDING,BKG-20251231-16GKT4R6,,2025-12-15T07:13:04.652Z,,
749,679,REFUND_INITIATED,Refund Initiated - BKG-20251231-16GKT4R6,Refund has been initiated for booking BKG-20251231-16GKT4R6. It will be credited in 5-7 days.,SMS,SENT,BKG-20251231-16GKT4R6,,2025-12-15T07:13:04.652Z,2025-12-15T07:13:09.652Z,
750,470,SEAT_BLOCKED,Seats Blocked - BKG-20251231-FCOYLUQW,Your seats have been blocked. Please complete payment within 4 minutes.,PUSH,SENT,BKG-20251231-FCOYLUQW,,2025-12-21T07:33:16.522Z,2025-12-21T07:33:21.522Z,
751,892,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-BUJ42CFJ,Your train booking BKG-20251231-BUJ42CFJ has been confirmed successfully.,EMAIL,SENT,BKG-20251231-BUJ42CFJ,,2025-12-25T14:07:34.353Z,2025-12-25T14:07:39.353Z,
752,892,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-BUJ42CFJ,Payment received successfully for booking BKG-20251231-BUJ42CFJ.,SMS,SENT,BKG-20251231-BUJ42CFJ,,2025-12-25T14:07:34.353Z,2025-12-25T14:07:39.353Z,
753,233,SEAT_BLOCKED,Seats Blocked - BKG-20251231-7OMSXI2I,Your seats have been blocked. Please complete payment within 4 minutes.,IN_APP,SENT,BKG-20251231-7OMSXI2I,,2025-12-26T13:46:57.525Z,2025-12-26T13:47:02.525Z,
754,526,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-SNHWUQSE,Your train booking BKG-20251231-SNHWUQSE has been confirmed successfully.,PUSH,PENDING,BKG-20251231-SNHWUQSE,,2025-12-27T02:15:05.830Z,,
755,526,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-SNHWUQSE,Payment received successfully for booking BKG-20251231-SNHWUQSE.,SMS,SENT,BKG-20251231-SNHWUQSE,,2025-12-27T02:15:05.830Z,2025-12-27T02:15:10.830Z,
756,509,SEAT_BLOCKED,Seats Blocked - BKG-20251231-R5O5G2B4,Your seats have been blocked. Please complete payment within 4 minutes.,SMS,SENT,BKG-20251231-R5O5G2B4,,2025-12-02T12:10:49.344Z,2025-12-02T12:10:54.344Z,
757,481,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-XBL11FGV,Your train booking BKG-20251231-XBL11FGV has been confirmed successfully.,EMAIL,SENT,BKG-20251231-XBL11FGV,,2025-12-31T06:11:39.378Z,2025-12-31T06:11:44.378Z,
758,481,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-XBL11FGV,Payment received successfully for booking BKG-20251231-XBL11FGV.,IN_APP,FAILED,BKG-20251231-XBL11FGV,Network error,2025-12-31T06:11:39.378Z,,
759,487,SEAT_BLOCKED,Seats Blocked - BKG-20251231-KL2OP7UV,Your seats have been blocked. Please complete payment within 4 minutes.,PUSH,SENT,BKG-20251231-KL2OP7UV,,2026-01-01T13:03:14.538Z,2026-01-01T13:03:19.538Z,
760,514,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-R75E3AQL,Your train booking BKG-20251231-R75E3AQL has been confirmed successfully.,SMS,SENT,BKG-20251231-R75E3AQL,,2026-01-01T18:21:24.377Z,2026-01-01T18:21:29.377Z,
761,514,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-R75E3AQL,Payment received successfully for booking BKG-20251231-R75E3AQL.,SMS,PENDING,BKG-20251231-R75E3AQL,,2026-01-01T18:21:24.377Z,,
762,312,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-U0CBA68M,Your train booking BKG-20251231-U0CBA68M has been confirmed successfully.,EMAIL,SENT,BKG-20251231-U0CBA68M,,2025-12-25T18:36:25.602Z,2025-12-25T18:36:30.602Z,
763,312,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-U0CBA68M,Payment received successfully for booking BKG-20251231-U0CBA68M.,PUSH,SENT,BKG-20251231-U0CBA68M,,2025-12-25T18:36:25.602Z,2025-12-25T18:36:30.602Z,
764,701,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-F4OX73GI,Your train booking BKG-20251231-F4OX73GI has been confirmed successfully.,EMAIL,FAILED,BKG-20251231-F4OX73GI,Network error,2026-01-01T14:32:34.612Z,,
765,701,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-F4OX73GI,Payment received successfully for booking BKG-20251231-F4OX73GI.,PUSH,SENT,BKG-20251231-F4OX73GI,,2026-01-01T14:32:34.612Z,2026-01-01T14:32:39.612Z,
766,372,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-QJ6MD12U,Your train booking BKG-20251231-QJ6MD12U has been confirmed successfully.,IN_APP,SENT,BKG-20251231-QJ6MD12U,,2025-12-11T20:37:09.859Z,2025-12-11T20:37:14.859Z,2025-12-12T13:06:09.010Z
767,372,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-QJ6MD12U,Payment received successfully for booking BKG-20251231-QJ6MD12U.,PUSH,SENT,BKG-20251231-QJ6MD12U,,2025-12-11T20:37:09.859Z,2025-12-11T20:37:14.859Z,
768,893,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-ALXUZMH9,Your train booking BKG-20251231-ALXUZMH9 has been confirmed successfully.,SMS,SENT,BKG-20251231-ALXUZMH9,,2025-12-19T09:12:00.261Z,2025-12-19T09:12:05.261Z,
769,893,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-ALXUZMH9,Payment received successfully for booking BKG-20251231-ALXUZMH9.,IN_APP,SENT,BKG-20251231-ALXUZMH9,,2025-12-19T09:12:00.261Z,2025-12-19T09:12:05.261Z,
770,283,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-QBH3KGX1,Your train booking BKG-20251231-QBH3KGX1 has been confirmed successfully.,EMAIL,SENT,BKG-20251231-QBH3KGX1,,2025-12-14T21:34:38.571Z,2025-12-14T21:34:43.571Z,
771,283,PAYMENT_SUCCESS,Payment Successful - BKG-20251231-QBH3KGX1,Payment received successfully for booking BKG-20251231-QBH3KGX1.,EMAIL,SENT,BKG-20251231-QBH3KGX1,,2025-12-14T21:34:38.571Z,2025-12-14T21:34:43.571Z,
772,442,BOOKING_CANCELLED,Booking Cancelled - BKG-20251231-98RRCEL2,Your booking BKG-20251231-98RRCEL2 has been cancelled.,IN_APP,SENT,BKG-20251231-98RRCEL2,,2025-12-18T04:48:09.468Z,2025-12-18T04:48:14.468Z,
773,442,REFUND_INITIATED,Refund Initiated - BKG-20251231-98RRCEL2,Refund has been initiated for booking BKG-20251231-98RRCEL2. It will be credited in 5-7 days.,SMS,SENT,BKG-20251231-98RRCEL2,,2025-12-18T04:48:09.468Z,2025-12-18T04:48:14.468Z,
774,387,BOOKING_CONFIRMATION,Booking Confirmed - BKG-20251231-MUFK6U8R,Your train booking BKG-20251231-MUFK6U8R has been confirmed successfully.,PUSH,SENT,BKG-20251231-MUFK6U8R,,2026-01-04T08:06:29.167Z,2026-01-04T08:06:34.167Z,
